"V1" "V2" "V3" "V4"
"2550" 5 2.9 4.5 1.3
"2551" 5.3 2.5 3.2 1.4
"2552" 6.9 3.2 3.1 1.1
"2553" 4.9 3.2 4.6 1
"2554" 6.1 2.3 4 1.1
"2555" 6.3 2.3 4.3 1.8
"2556" 6.8 2.8 3.7 1.1
"2557" 5.4 3.1 4.8 1.7
"2558" 6.5 2.2 3.6 1.2
"2559" 5 3.2 3.6 1.2
"2560" 6.7 2.6 4.1 1.2
"2561" 5.4 2.3 4.4 1.6
"2562" 5.5 3.3 3.3 1.2
"2563" 5.2 2.4 4.2 1.3
"2564" 6.9 2.3 3.6 1.4
"2565" 6.2 2.7 4 1.2
"2566" 6.8 2.4 3.9 1.7
"2567" 5 2.1 4 1.5
"2568" 5.3 2.8 3.8 1.1
"2569" 5.3 2.5 4.9 1.3
"2570" 6.6 3.2 4.4 1.2
"2571" 6.3 2.7 4.9 1.8
"2572" 6.8 2.5 3.3 1.5
"2573" 6.9 3.2 4.5 1.3
"2574" 5.1 2.8 3.9 1.2
"2575" 5.6 3.3 3.1 1.7
"2576" 5 2.5 3.9 1.3
"2577" 6.1 3.4 4 1
"2578" 5.6 3.3 4.6 1.4
"2579" 6.4 3.2 4.2 1.1
"2580" 5.5 3.4 4 1.2
"2581" 5.5 2.9 3.4 1.3
"2582" 6.6 3.2 4.7 1.6
"2583" 6.7 2.9 4.3 1.1
"2584" 5.9 3.1 3.8 1.1
"2585" 6.5 2.1 4.5 1.5
"2586" 6.7 2.3 4.8 1.1
"2587" 6.4 2.7 3.6 1.8
"2588" 5.4 2.1 3.9 1.7
"2589" 6.3 2.1 3.3 1.7
"2590" 6 2.8 4.3 1.5
"2591" 5.1 2 4.2 1.5
"2592" 6 2.2 4.4 1.2
"2593" 6.6 2.4 4.8 1
"2594" 6.5 3.4 4.4 1.4
"2595" 5 2.9 4.4 1.6
"2596" 5.5 2 3.2 1.7
"2597" 4.9 2.4 3.3 1.1
"2598" 5.4 2.2 4 1.3
"2599" 6 2.4 4.8 1.3
"2600" 5.3 3.2 4.5 1.4
"2601" 5.4 3.4 4.5 1.3
"2602" 6.1 3.1 4.5 1.7
"2603" 5.6 2.5 4.7 1.7
"2604" 5.4 2.8 4.1 1.7
"2605" 6.4 2.5 3.7 1.4
"2606" 5.3 3.1 3.3 1.5
"2607" 6.7 2.8 4.1 1.6
"2608" 5.9 2.4 3.6 1.7
"2609" 6.3 2.6 4.3 1.1
"2610" 5.7 3.1 4.3 1.6
"2611" 5.2 3 3.5 1.6
"2612" 5.3 2.7 4.8 1.5
"2613" 5.6 2.9 4 1.3
"2614" 5.4 3.1 4.4 1.2
"2615" 6.9 2.1 3.7 1.3
"2616" 6.2 2.9 3.2 1.8
"2617" 6.6 2.4 4.8 1.8
"2618" 5.3 3.2 3.6 1.8
"2619" 5.9 2.2 3.5 1.1
"2620" 5.2 2.9 5 1.5
"2621" 5.3 3.2 3 1.7
"2622" 6.1 2.4 4.8 1.1
"2623" 6.3 2.7 3.4 1.5
"2624" 5.5 2.5 3.7 1.6
"2625" 6.4 2.7 3.7 1.1
"2626" 5.4 2.1 4 1.2
"2627" 7 2 3.5 1.4
"2628" 6.1 2.7 3.3 1.8
"2629" 6.4 3.1 4.5 1.1
"2630" 6.8 2.2 4.8 1.8
"2631" 5.5 2.4 5 1.3
"2632" 6.8 2.6 3.3 1.2
"2633" 6.7 2.2 4.6 1.3
"2634" 5.4 2.1 3.3 1.2
"2635" 5.8 3.3 3.6 1.4
"2636" 6.5 2.6 3.4 1.1
"2637" 6.9 2.1 3.2 1.4
"2638" 6.5 2.1 3.4 1.4
"2639" 6.8 3.3 3.8 1.6
"2640" 6.6 2.8 3 1.5
"2641" 5.4 2.4 3 1.6
"2642" 6.2 2.8 5 1.1
"2643" 5.4 2.2 3.6 1.5
"2644" 5.9 2.6 4.4 1.1
"2645" 6.6 2.9 3.9 1.2
"2646" 5.3 2.8 3.1 1.3
"2647" 6.9 2.6 3.6 1.1
"2648" 5.1 3.3 4.4 1
"2649" 6.8 2.2 4.2 1.1
"2650" 6.2 2.9 3.9 1.2
"2651" 4.9 3.2 4 1.1
"2652" 6.2 2.5 4.7 1.2
"2653" 7 2.3 4.6 1.5
"2654" 5.4 3.1 4.5 1.3
"2655" 6.1 2.7 4.3 1.5
"2656" 4.9 3.1 3.6 1
"2657" 5.6 2.5 4.6 1.5
"2658" 6.4 2.6 3.3 1.8
"2659" 5.7 3.4 5.1 1.2
"2660" 7 2.9 3.8 1.6
"2661" 6.9 2.4 4.6 1.1
"2662" 6.4 2.8 4.3 1.2
"2663" 5.4 2 4.1 1.4
"2664" 5.5 2.3 4.1 1.1
"2665" 6.5 2.9 3.5 1.1
"2666" 6.8 2.7 4 1.4
"2667" 5.6 2.7 4 1.5
"2668" 5.4 3.3 4.7 1.3
"2669" 6.9 2.4 4.9 1.3
"2670" 6.8 2.3 4.1 1.7
"2671" 6.2 2 4.6 1.6
"2672" 5.2 2.7 3.5 1.8
"2673" 4.9 2.5 3.6 1.4
"2674" 6.6 2.5 3.7 1.1
"2675" 6.1 2.9 3.8 1.1
"2676" 5.6 3 4.4 1.5
"2677" 4.9 2.2 3.8 1.2
"2678" 5.1 2.2 4.7 1.1
"2679" 5.2 2.6 4.8 1.5
"2680" 6.9 2.7 3.1 1.5
"2681" 7 3 4.9 1.5
"2682" 6.4 2.7 4.9 1.4
"2683" 5.5 3 3.6 1.5
"2684" 6.8 3.1 4.8 1.5
"2685" 5.5 3.3 4.6 1.5
"2686" 5.6 3 3.1 1.4
"2687" 6.4 3 4.1 1.1
"2688" 6.2 2.5 4.1 1.6
"2689" 5.8 2.6 4 1.6
"2690" 5.3 3 4.6 1.7
"2691" 6.6 2.8 4.7 1.7
"2692" 5.6 3 4.2 1.4
"2693" 5 2.3 4.8 1.3
"2694" 6.6 3.4 4.5 1.1
"2695" 6.4 2.1 3.9 1.3
"2696" 6.4 2 3.8 1.8
"2697" 5.9 2.6 4.6 1.2
"2698" 5.5 2.5 3.7 1.5
"2699" 5.9 2.2 4.7 1.2
"2700" 6.9 3.1 4.9 1.3
"2701" 6.3 2.9 5 1.2
"2702" 5.1 3.2 3.6 1.5
"2703" 5.9 2.6 4.3 1.7
"2704" 6 3 3 1.6
"2705" 6.4 2.4 4 1.6
"2706" 5.4 2.2 3.8 1.7
"2707" 6.2 2.4 4.4 1.4
"2708" 5.9 2.9 3.4 1.4
"2709" 5.3 2.2 3.5 1.3
"2710" 6 3.2 4.5 1.3
"2711" 5.2 2.2 4.5 1.3
"2712" 5.6 3.2 4.2 1.3
"2713" 6.5 2.2 3.7 1.1
"2714" 6.7 2.5 3.1 1.4
"2715" 6.5 2.3 4 1.8
"2716" 4.9 2.7 4.1 1.1
"2717" 6 2.4 4.5 1.3
"2718" 6.6 2.3 4.9 1.2
"2719" 6.4 2.6 4.2 1.1
"2720" 6.4 2.3 3.2 1.6
"2721" 6.5 2.9 3.5 1.8
"2722" 5 3.3 4.8 1.2
"2723" 5.6 3.3 3 1.6
"2724" 5.9 2.8 4.4 1.5
"2725" 5.5 2.6 4 1.5
"2726" 6.1 2.9 4.1 1
"2727" 5.2 2.7 3.9 1.4
"2728" 6.9 2.3 3.6 1.8
"2729" 6.9 2.4 4.4 1.1
"2730" 5.3 2.8 3.3 1.6
"2731" 6.1 2.3 4.1 1.4
"2732" 6.4 2.2 4.1 1.2
"2733" 6.3 3.2 3.5 1.2
"2734" 5.7 2.9 4.4 1.7
"2735" 5.5 3 4.9 1.7
"2736" 5.8 2.9 4 1.1
"2737" 6.7 2.1 3.2 1.5
"2738" 5.6 3 5 1.3
"2739" 6.9 3.3 3.7 1.1
"2740" 5.3 3 5 1.6
"2741" 6.5 2.5 5 1.8
"2742" 6 3.2 4.3 1.7
"2743" 5.7 2.5 3.5 1.7
"2744" 6.6 2.2 3.9 1.6
"2745" 6.5 2.9 4.2 1.7
"2746" 5.2 3.2 3.4 1.2
"2747" 6.4 3.1 4.3 1.1
"2748" 5.7 2.3 3.7 1.5
"2749" 5.6 2.3 3.2 1.5
"2750" 6.9 3.3 3.9 1.7
"2751" 6.7 2.3 4.8 1.7
"2752" 5.1 2.6 4.3 1.5
"2753" 5.4 2.1 3.8 1.5
"2754" 5.8 3.3 3.6 1.2
"2755" 4.9 2 3.3 1.5
"2756" 6.7 2.1 3.7 1.6
"2757" 6.4 2.4 3.1 1.2
"2758" 6.2 2.1 4.2 1.4
"2759" 5.6 2.2 3.6 1.8
"2760" 6.1 3.1 3.3 1.8
"2761" 5.3 2.5 4.2 1.8
"2762" 7 2.7 3.9 1.6
"2763" 5.5 2.1 4.7 1.3
"2764" 6.5 2.8 3.6 1.2
"2765" 6.8 2.4 4.1 1.2
"2766" 7 2.2 4.4 1.8
"2767" 5.2 2.2 4.3 1.1
"2768" 6.9 2 4.8 1.7
"2769" 5.4 2.8 3.7 1.1
"2770" 5.1 3.2 3.8 1.7
"2771" 5.8 2.7 3.5 1.1
"2772" 5.3 2.8 3.3 1.2
"2773" 5.5 2 3.7 1.1
"2774" 6.9 2.2 4.6 1.1
"2775" 5.9 2.5 4.1 1.2
"2776" 6.8 2.3 3.9 1.6
"2777" 5.9 2.5 3.7 1.7
"2778" 5.6 3.3 4 1.1
"2779" 6.1 2.1 3.5 1.4
"2780" 6.6 2 3.7 1.7
"2781" 6.9 2.3 4.9 1.5
"2782" 5.4 2.2 3.7 1.4
"2783" 6.3 3.2 5.1 1.1
"2784" 5.3 2.3 3.7 1
"2785" 6.6 3.3 3.5 1.2
"2786" 5.8 3.4 3.7 1.4
"2787" 6.8 3 4 1.7
"2788" 6 2.7 4.5 1.6
"2789" 7 2.5 4.5 1.6
"2790" 5.8 2.3 3.4 1.4
"2791" 5.3 2.2 4.4 1.2
"2792" 6.1 3.3 3.1 1.3
"2793" 6.2 2.3 3.5 1.3
"2794" 5.4 3.3 4.8 1.6
"2795" 5.2 2.4 3.5 1.6
"2796" 5.7 3 4.7 1.3
"2797" 5.7 2.8 3.8 1.2
"2798" 6.6 2.8 5.1 1.7
"2799" 6.6 3.3 3.5 1.3
"2800" 5.2 2.8 4.6 1
"2801" 6.5 2.1 4.6 1.1
"2802" 5.6 3 3.3 1.6
"2803" 6.9 2.9 5.1 1.3
"2804" 5.8 3 4.9 1.7
"2805" 6.6 2.5 4.3 1.6
"2806" 4.9 2.3 4.5 1.7
"2807" 6.8 3.3 3.3 1.8
"2808" 4.9 2.8 4 1.5
"2809" 5.4 2.7 3.8 1.1
"2810" 5.6 2.2 3.5 1
"2811" 5.2 2.2 3.8 1.4
"2812" 6.1 3 4.1 1.5
"2813" 6 2.7 4 1.6
"2814" 5.7 2.2 4.3 1.7
"2815" 6.9 2.1 3.3 1.4
"2816" 6.8 2.5 3.3 1.1
"2817" 6.5 2 3.8 1.8
"2818" 4.9 2.2 3.6 1.4
"2819" 5 2 3.5 1.5
"2820" 6.2 2.7 3.6 1.8
"2821" 6.4 2 4.6 1
"2822" 5.3 2.3 4.3 1.6
"2823" 6 2.1 3.2 1.4
"2824" 6.3 3.4 3.7 1.4
"2825" 4.9 3.3 3.5 1.2
"2826" 6.7 2.2 3.3 1.4
"2827" 5.5 3 4 1.7
"2828" 6.8 2.8 3.7 1.1
"2829" 6.2 3 5.1 1.6
"2830" 5.8 2 5 1.4
"2831" 5.8 3.3 4.5 1.4
"2832" 5.4 2.3 4.3 1.2
"2833" 5.5 2.6 3.1 1.6
"2834" 6.7 2.6 3.9 1.7
"2835" 6 3 4.4 1.6
"2836" 5.1 2.2 3.2 1.4
"2837" 6.8 2.3 4 1.7
"2838" 6.1 2.1 3.7 1.8
"2839" 5.1 2 4.7 1
"2840" 5.3 3 4.7 1.3
"2841" 6.2 3.4 4.4 1.3
"2842" 5.4 2.7 3.7 1.3
"2843" 6.4 3.1 4.7 1.8
"2844" 5.4 3.1 3.7 1.1
"2845" 6.7 2.4 3.7 1.4
"2846" 6.3 2.8 5 1.1
"2847" 6.9 2.8 4.2 1.4
"2848" 5.6 2.9 4.9 1.2
"2849" 5.5 2.2 3.3 1.6
"2850" 6.2 2 3.1 1.4
"2851" 6 3.4 4.8 1.2
"2852" 5.8 2.9 4.1 1.3
"2853" 6 2.1 3.2 1.3
"2854" 6 2.7 4.2 1.7
"2855" 6.3 2.7 3 1.4
"2856" 5.7 2.8 3.7 1.7
"2857" 6.9 2.6 4.6 1.5
"2858" 6 2.2 3.3 1.5
"2859" 5.9 3.3 4.5 1
"2860" 5.6 3 3.5 1.6
"2861" 5.5 3.4 4.6 1.5
"2862" 6.9 2.4 3.6 1.2
"2863" 5.8 2.9 3.5 1.1
"2864" 6.8 2.1 3.2 1.3
"2865" 6.8 2.6 3.6 1.3
"2866" 6.1 3.3 4.5 1.2
"2867" 5.6 2.4 4.7 1.5
"2868" 5.4 3.1 4.2 1.5
"2869" 4.9 2.2 4.7 1
"2870" 6.2 2 3.4 1.3
"2871" 5.6 3 3.8 1.2
"2872" 5.5 2.7 3.6 1.2
"2873" 6.3 3.2 4 1.5
"2874" 5 2.4 5.1 1.2
"2875" 6.1 2.6 3.2 1.2
"2876" 5.1 3 4 1.5
"2877" 5.4 2.1 3.5 1.2
"2878" 5.2 2.3 4.8 1.3
"2879" 6.7 3.2 4.2 1.3
"2880" 6.9 2.1 4.3 1.6
"2881" 5 2 4.7 1.5
"2882" 5.6 3 3.4 1.5
"2883" 6.9 3.2 3.7 1.7
"2884" 6.2 2.6 4.4 1.7
"2885" 6.2 2.2 3.4 1.1
"2886" 6.3 3.1 5.1 1.3
"2887" 6.6 2.7 3.5 1.7
"2888" 5.7 2.4 3.7 1.7
"2889" 6.3 3.2 3.5 1.5
"2890" 5.7 2.3 3.4 1.3
"2891" 6.6 3 3.1 1.5
"2892" 5 3.3 4.2 1.2
"2893" 6.2 2.8 3.8 1.6
"2894" 6.1 3.2 4 1.2
"2895" 6.4 2.7 4.8 1.5
"2896" 6.5 2.8 4 1.1
"2897" 5 3 4.7 1.6
"2898" 5.1 2.7 3.2 1.6
"2899" 5.7 3 4.7 1.2
"2900" 5 2.1 4.5 1.1
"2901" 5.9 3 3.2 1
"2902" 6.8 3.3 3.6 1.5
"2903" 6.9 3.3 3.9 1.6
"2904" 5.7 3.2 3.9 1.1
"2905" 5.6 2.8 3.4 1.1
"2906" 5.2 2.1 3.8 1.3
"2907" 5.6 2.6 3.9 1.3
"2908" 6 3.2 5 1.2
"2909" 5.1 3.3 4.8 1.6
"2910" 6.3 2.5 4.8 1.4
"2911" 6.8 2 4.7 1.5
"2912" 6.8 2.8 4.5 1.1
"2913" 5 2.6 3.7 1.6
"2914" 6.3 3 4.7 1.4
"2915" 6.1 2.4 3.4 1.4
"2916" 5.7 2.4 3.4 1.3
"2917" 5.9 2.6 4.6 1.4
"2918" 6.6 2.1 3.2 1.2
"2919" 5.9 2.6 3.4 1.5
"2920" 6 3.2 4.5 1.5
"2921" 7 2.4 3.1 1.7
"2922" 5.1 2.8 3.2 1.4
"2923" 5.3 2.7 4 1.2
"2924" 6.6 2.5 3.9 1.5
"2925" 5.2 2.9 3.9 1.6
"2926" 6.7 3 4.5 1.3
"2927" 5.8 3.3 4.5 1.7
"2928" 4.9 3.3 4.5 1.4
"2929" 6 3.1 3.3 1.1
"2930" 6.4 2.1 3.6 1.7
"2931" 6.3 2.5 3.9 1.3
"2932" 5 2.8 3.7 1.5
"2933" 7 2.4 4.7 1.1
"2934" 5.4 3.4 4.8 1.7
"2935" 5 2.6 3.2 1.3
"2936" 5.1 2.1 4.9 1.4
"2937" 5.7 2.5 3.5 1
"2938" 7 3.4 4.4 1.1
"2939" 5.8 3 4.8 1.3
"2940" 6.2 3.1 4.2 1.1
"2941" 5.6 2.7 4.1 1.7
"2942" 5.5 2.4 4.1 1
"2943" 5.2 3 3.8 1.6
"2944" 5.8 3.3 3.2 1.5
"2945" 5.5 2 3.6 1
"2946" 5.6 3.4 4.9 1.5
"2947" 5.1 2.5 4.3 1.7
"2948" 5.8 2.5 5.1 1.6
"2949" 6.7 2.9 4.4 1.2
"2950" 5.2 2 4.8 1.4
"2951" 5.3 3 4 1.6
"2952" 6.9 3.1 3.2 1.7
"2953" 5.6 2.1 4 1
"2954" 6.4 3 4.5 1.1
"2955" 6.5 2.3 4.7 1.5
"2956" 6.5 3.1 4.7 1.3
"2957" 5.6 3 4.2 1.5
"2958" 6 2.6 4 1
"2959" 5.1 2.8 4.9 1.3
"2960" 6.3 2.8 4.4 1.7
"2961" 5.5 3.3 4.4 1.6
"2962" 5.8 3.1 3.3 1
"2963" 6.2 3 4 1.7
"2964" 5 2.1 3.6 1.2
"2965" 5.6 2 4.6 1.4
"2966" 6.6 2.4 3.1 1.1
"2967" 7 3.1 4 1.4
"2968" 6.5 3 4.9 1.5
"2969" 6.8 2.6 4.1 1.3
"2970" 5.6 2.1 3.4 1.3
"2971" 5.5 2.9 3.6 1.5
"2972" 4.9 3.2 3.2 1.8
"2973" 5.4 3.2 3.8 1.1
"2974" 5.1 2.5 4.1 1.2
"2975" 5.2 2 3.4 1.6
"2976" 5 2.6 5 1.1
"2977" 5.1 2.4 5 1.2
"2978" 6.3 2.6 4.6 1
"2979" 6.9 2.3 3.4 1
"2980" 6.9 2.1 3.1 1.3
"2981" 5 3.2 4.5 1.1
"2982" 6.9 2.6 4.5 1.4
"2983" 5.1 2.5 4.3 1.8
"2984" 5.3 2 4.6 1.1
"2985" 7 2.5 4.5 1.1
"2986" 5.6 2.5 4.6 1.1
"2987" 6.2 2.4 3.8 1.3
"2988" 5 2.5 4.8 1.5
"2989" 5.7 2.7 3.5 1.1
"2990" 6.2 2.7 3.6 1.6
"2991" 6.9 3.4 3.3 1.7
"2992" 5.9 2.9 4.7 1.7
"2993" 6.9 3.1 3.7 1.4
"2994" 5 2.8 4.9 1.3
"2995" 6.8 2.5 4.5 1.7
"2996" 6 2.6 4 1.4
"2997" 6.5 2.5 3.5 1.6
"2998" 5.5 2.6 4.7 1
"2999" 5.1 2.5 3.4 1.3
"3000" 6.9 3 3.1 1.1
"3001" 6.7 2.6 4.6 1.2
"3002" 6.2 2.9 3.9 1.5
"3003" 6.3 2.3 3.6 1.5
"3004" 5.7 3.1 4.9 1.7
"3005" 6.8 2.2 3.4 1.5
"3006" 6.6 3.3 3.9 1.7
"3007" 6.2 2.9 4.6 1.1
"3008" 5.4 2.8 4.9 1.6
"3009" 6 2.5 4.7 1.4
"3010" 5.8 2.2 3.8 1.5
"3011" 5.3 2.4 3.6 1.3
"3012" 5.7 2.1 4.7 1.1
"3013" 5.4 2.3 4.3 1.3
"3014" 5.6 3.3 3.1 1.3
"3015" 6.9 2.4 3.9 1.3
"3016" 6.4 3.1 3.5 1.2
"3017" 5.4 3.2 4.4 1.7
"3018" 5.7 2.9 4.7 1.2
"3019" 5.7 2.9 4.8 1.1
"3020" 6 3.2 4.2 1.2
"3021" 5.9 2.8 4.9 1.5
"3022" 6.8 2.5 4 1.7
"3023" 5.3 2.6 3.6 1.3
"3024" 6.6 3.4 3.2 1.2
"3025" 5.1 2.9 4.9 1.5
"3026" 5.9 2.8 4.1 1.3
"3027" 5.1 2.6 4 1.1
"3028" 6.8 2.7 4.5 1
"3029" 6.6 2.7 5.1 1
"3030" 5.9 2.8 4.5 1.5
"3031" 6.9 2.3 3.4 1.6
"3032" 5.7 3.2 5.1 1.2
"3033" 5 2.2 3.7 1.1
"3034" 6.3 3 4.3 1.4
"3035" 6 2.6 4.3 1.6
"3036" 5.9 2.1 3.1 1.1
"3037" 6.8 2.8 3.7 1.4
"3038" 6.6 2.7 3.4 1.5
"3039" 5.8 3 3.6 1.8
"3040" 6.1 2.9 3.8 1
"3041" 5.2 2.3 4.5 1.1
"3042" 6.2 2.5 3.5 1
"3043" 5 3 3.9 1.6
"3044" 5.6 3.3 5 1.3
"3045" 5.7 2.3 4.9 1.7
"3046" 5.1 2.2 3.1 1.6
"3047" 6.3 2.6 3.3 1.3
"3048" 6.8 2.9 3.7 1.6
"3049" 6 2.5 4.6 1.5
"3050" 5.6 2.6 3.2 1.4
"3051" 4.9 2.8 3.2 1.5
"3052" 4.9 3.2 3.8 1.8
"3053" 5.3 2.4 4.3 1
"3054" 6.5 2.7 3.5 1.7
"3055" 5.7 2.6 4.6 1.2
"3056" 6.5 2.7 3.3 1.8
"3057" 6.2 3.1 4.6 1.5
"3058" 6.9 2.7 3.2 1
"3059" 5.9 3.2 3.5 1.4
"3060" 5.6 2.2 4.4 1.6
"3061" 6.6 2.1 3.9 1.6
"3062" 6 2.8 4.2 1
"3063" 5 3.2 4.9 1.3
"3064" 6.9 3 3.4 1.1
"3065" 5 2.5 4.8 1.4
"3066" 6.1 2.7 5 1.3
"3067" 6.6 3.3 4.4 1
"3068" 6.1 2.9 3.3 1.4
"3069" 4.9 2.9 3.8 1.6
"3070" 6.2 2.9 3.8 1.4
"3071" 5.4 2.5 4 1.6
"3072" 6.8 3.2 3.2 1.1
"3073" 5.5 2 3 1.7
"3074" 5.6 2.2 4.4 1.4
"3075" 6.5 2.6 3.2 1.6
"3076" 6.6 2.4 3.5 1.3
"3077" 6.6 2.6 3.6 1.6
"3078" 6.3 2 3.7 1
"3079" 5.2 2.9 3.4 1.7
"3080" 5.5 3 3.8 1.3
"3081" 5.1 2.5 4 1.1
"3082" 6.4 2.8 4.4 1.5
"3083" 6.4 2.1 3.7 1.5
"3084" 5.4 2.8 3.3 1.2
"3085" 5.7 3.3 4.8 1.3
"3086" 5.2 2.2 4.8 1.8
"3087" 6.2 2.9 3.3 1.2
"3088" 5.3 3.3 4.5 1.4
"3089" 6.9 2.9 4.1 1.6
"3090" 5.9 2.2 3.2 1.2
"3091" 5.3 2.4 4.5 1.5
"3092" 5.9 3.2 3.7 1.2
"3093" 5.8 2.3 5 1.1
"3094" 6.4 2.6 4.9 1.4
"3095" 5 3.3 3.5 1.1
"3096" 5.4 3 4.2 1.5
"3097" 5.7 2.8 4.9 1.7
"3098" 5.9 2.1 4.8 1.4
"3099" 6.8 3 3.9 1.2
"3100" 6.1 2.8 4.1 1.5
"3101" 7 2.3 3.2 1.2
"3102" 5.1 2.9 3.5 1.6
"3103" 6.2 2.5 3.7 1.3
"3104" 6.8 2.3 3.6 1.7
"3105" 5.3 3.1 3 1.1
"3106" 5.3 2.3 4.7 1.3
"3107" 6.6 2.5 3 1.3
"3108" 5.4 2.6 4.2 1.6
"3109" 5.6 3.1 4.8 1.8
"3110" 4.9 2.6 3.5 1.8
"3111" 5.2 3 4.7 1.3
"3112" 5.3 2.5 4.8 1.3
"3113" 6.8 2.5 4.6 1.1
"3114" 5.9 2.2 3.6 1.2
"3115" 5.3 3.3 3.5 1.3
"3116" 5.1 2.3 5 1.4
"3117" 5.5 2.7 4.3 1.6
"3118" 7 2.2 4.3 1
"3119" 6.8 3.1 3.8 1.4
"3120" 5.1 2.9 3.9 1.7
"3121" 7 3 3.3 1.1
"3122" 4.9 3.4 4.8 1.2
"3123" 6.7 3.3 4.1 1.8
"3124" 5.8 3.2 4.6 1.7
"3125" 5.5 2.1 3.7 1.1
"3126" 6 2.1 4.8 1.8
"3127" 6.7 2.2 3.4 1.5
"3128" 6 3.4 4.2 1.3
"3129" 6.4 2.2 3.8 1.3
"3130" 5.4 2.8 3.4 1.6
"3131" 6.4 3.3 4.9 1.8
"3132" 5.1 2.6 3 1.7
"3133" 5.9 2.4 4.2 1.2
"3134" 5.5 2.3 3.6 1.6
"3135" 6.9 2.9 4.5 1.8
"3136" 5.3 2.5 3.9 1.5
"3137" 6.7 2.2 4.2 1.1
"3138" 5 3.1 3.6 1.5
"3139" 6.1 2.5 3.8 1.3
"3140" 6.9 3.1 3.9 1.5
"3141" 5.5 2.3 4 1.5
"3142" 5.2 2.3 3.6 1.2
"3143" 6.5 2.7 3.9 1.3
"3144" 6.8 2.3 3.5 1.6
"3145" 7 3.3 4.6 1.6
"3146" 6.1 2.4 4.9 1.1
"3147" 6.3 2 3.9 1.1
"3148" 5.6 2.4 3.4 1.2
"3149" 5.4 3 4.3 1.6
"3150" 5.1 3.1 3.2 1.5
"3151" 6.7 2.8 4.3 1.7
"3152" 6.4 2.9 5 1.3
"3153" 7 2.7 3.1 1.2
"3154" 5.2 2.5 4.5 1.3
"3155" 5.6 2.4 3 1.2
"3156" 5.5 2.8 3.6 1.4
"3157" 6.5 2.9 3.9 1.4
"3158" 7 2.3 3.1 1.4
"3159" 5.6 2.7 3.1 1
"3160" 6.1 2.1 3.4 1.2
"3161" 5 2.3 3.1 1.7
"3162" 5 3.1 5 1.7
"3163" 4.9 3.3 3.2 1
"3164" 6.1 2.2 4.6 1.2
"3165" 6.8 3.3 3.3 1.5
"3166" 5.9 2 3.1 1.2
"3167" 6.6 2.3 4.5 1.4
"3168" 6.6 2.7 3.7 1.5
"3169" 5.3 2.8 4.7 1.8
"3170" 5.3 2.8 5 1.3
"3171" 5.1 2 4.9 1.3
"3172" 5.3 2.7 3.3 1.2
"3173" 5.6 2.1 3.2 1.5
"3174" 5.9 2.3 4.4 1.5
"3175" 5.3 2.6 4.2 1.5
"3176" 6.1 3.1 4.8 1.7
"3177" 6.7 2.9 3.6 1.7
"3178" 6.8 2.6 4.2 1.7
"3179" 6 2.1 5 1
"3180" 5.7 2.7 4.1 1.7
"3181" 5 2.9 3.3 1.1
"3182" 6.5 2.3 5.1 1.7
"3183" 6 2.6 3.9 1.6
"3184" 5.2 3.4 4.5 1.7
"3185" 5.3 2.6 3.7 1.3
"3186" 6.1 2.3 4.4 1.2
"3187" 5.9 2.3 3.4 1
"3188" 6 2.3 4.2 1.3
"3189" 6.3 2 4.6 1.2
"3190" 5.7 3 3.2 1.8
"3191" 6.9 3.3 3.2 1
"3192" 6.4 3.2 3.2 1.2
"3193" 6.5 2.3 3.9 1.6
"3194" 6.3 2.7 4.9 1.6
"3195" 6 2.8 3.5 1.6
"3196" 6.5 3.2 3.7 1.3
"3197" 6.4 3 3.9 1.7
"3198" 5.7 3.2 5 1.8
"3199" 6.2 2.8 4.4 1.4
"3200" 5.4 3 4.5 1.7
"3201" 6.1 2.4 3.1 1.7
"3202" 6 2.6 4.5 1.7
"3203" 6.3 3 4.7 1.3
"3204" 6.6 2.3 4.9 1.2
"3205" 5.7 2.2 3.9 1.7
"3206" 6 2.6 3.9 1.6
"3207" 5.5 3.1 3.8 1
"3208" 5.3 3.3 5.1 1.7
"3209" 5.5 3.1 3.6 1.3
"3210" 5.2 3.1 3.1 1.4
"3211" 5.4 3 4.9 1.4
"3212" 7 3 3.6 1.7
"3213" 5.8 2.5 3.9 1.7
"3214" 6.1 2.1 3.4 1.5
"3215" 6.4 3.3 4 1.6
"3216" 5.1 2 4 1.7
"3217" 5.7 3 5 1.6
"3218" 5.2 2.1 5 1.5
"3219" 4.9 3 4.9 1.4
"3220" 6 3 3.8 1.6
"3221" 7 2.2 3.3 1.6
"3222" 5.8 3.4 4.8 1.1
"3223" 5.8 3.3 3.5 1.4
"3224" 6.3 2.4 4 1.3
"3225" 6.1 2.9 3.4 1.7
"3226" 7 2.1 4.4 1.4
"3227" 6.5 3 5 1.4
"3228" 7 2.3 4.6 1.1
"3229" 5 2.6 3.7 1
"3230" 6.3 2.2 3.9 1
"3231" 5.7 2.5 3.9 1.7
"3232" 6.3 3.3 3.3 1.1
"3233" 6.9 3 4.2 1.2
"3234" 4.9 2.9 4.4 1.5
"3235" 6.4 3.2 3.6 1.2
"3236" 6.1 2.6 4.9 1.2
"3237" 6.2 2.7 3.6 1.3
"3238" 5.2 3.4 3.6 1
"3239" 6.6 2.3 3.8 1.6
"3240" 5.5 2.3 3.1 1.4
"3241" 6 2.1 4.8 1.4
"3242" 6 2 4.9 1.4
"3243" 5.2 3.3 4 1.1
