"V1" "V2" "V3" "V4"
"724" 6.1 2.6 6.8 2
"725" 6.7 2.9 4.7 2.3
"726" 7.1 3.8 5.7 1.6
"727" 6.5 2.8 5.1 2
"728" 7.3 3.2 6.2 1.7
"729" 6.6 2.6 6.6 1.6
"730" 6.3 3.6 5.7 2.4
"731" 6.5 2.5 6.4 1.6
"732" 7.3 2.5 4.8 1.5
"733" 7.3 3.6 5.9 2
"734" 7.1 3.4 6.2 2.4
"735" 7.1 3.4 6.2 2.4
"736" 5.8 2.9 5.7 2.4
"737" 7.5 3.6 6.5 1.8
"738" 4.9 3.5 5.9 1.8
"739" 5.9 2.8 6.5 2.1
"740" 6.6 2.7 4.9 1.5
"741" 6.5 3.2 5.2 1.9
"742" 5.4 3 6.4 1.6
"743" 5.9 2.3 5.9 2.4
"744" 5.6 3 5 2.1
"745" 5.7 2.3 6.4 1.8
"746" 5.7 3.5 6.4 1.5
"747" 7.6 2.3 6.2 1.8
"748" 5.4 3.7 5.8 2.3
"749" 6.6 3 5.1 2.3
"750" 7.7 3.5 5.4 1.5
"751" 7.6 3.7 6.2 1.5
"752" 5.9 3.1 5 1.8
"753" 6.8 3.8 5 2.2
"754" 7.9 2.5 4.6 2.1
"755" 5.5 3.2 5.1 1.5
"756" 5.3 2.8 5.6 1.8
"757" 6.7 2.6 6.7 1.8
"758" 5.2 2.3 5.1 1.6
"759" 6.7 3.3 4.5 1.8
"760" 6.9 2.8 5.3 1.7
"761" 6.1 3.6 5.6 2.2
"762" 5.9 3.3 6.9 1.7
"763" 7 3.3 5.8 1.7
"764" 6.1 2.6 5.9 1.7
"765" 5.9 2.6 6 1.9
"766" 5.7 3.7 5.3 1.8
"767" 5.1 3.7 6.8 1.7
"768" 5.7 2.6 5.7 2.2
"769" 7.5 3.3 6.4 2.5
"770" 5.6 3.6 5.8 1.6
"771" 4.9 3.3 6.2 2.1
"772" 6.9 2.9 5.9 2.4
"773" 5.6 3.4 6.7 1.5
"774" 5.9 3.4 5.6 2.2
"775" 7.9 2.9 6.7 2
"776" 5.3 2.9 5.8 1.8
"777" 7.6 2.3 5.4 2.5
"778" 7.9 3.6 6.3 2
"779" 5.9 3.5 5.4 1.6
"780" 7.2 2.6 6.5 2
"781" 7.2 2.5 6.2 1.6
"782" 4.9 2.6 5.9 1.7
"783" 7 2.6 5 2.2
"784" 5.2 3.3 6.4 1.8
"785" 6.5 2.9 6.7 1.8
"786" 6.5 2.4 4.5 1.8
"787" 6.2 2.9 6.3 1.8
"788" 6 3.1 5.8 2.4
"789" 5.1 2.8 5.9 1.4
"790" 7.7 3.1 6.7 1.7
"791" 7.7 3.2 5.8 1.5
"792" 6.5 2.8 5.4 1.6
"793" 7 2.9 4.7 2.5
"794" 6.9 3 5.8 1.5
"795" 7.7 3.5 6.5 2
"796" 5.1 2.3 4.9 2.2
"797" 5.9 3 5.5 1.8
"798" 6.3 3.4 6 2.1
"799" 6.8 2.8 5.3 2
"800" 7.2 2.3 5.6 1.9
"801" 5.1 3.2 6 2
"802" 7.4 2.3 6.6 2.4
"803" 5.7 3.4 5.5 2.3
"804" 7.2 3 6 2.1
"805" 6.8 3.6 6.3 2.3
"806" 6.4 3.3 6.5 2.1
"807" 6.8 3.2 5.9 2.3
"808" 6.3 3.1 5.6 1.8
"809" 6.8 2.8 6.7 1.8
"810" 7.2 2.2 4.7 2
"811" 7.5 2.2 6.7 2.3
"812" 7.5 3 5.4 1.5
"813" 6.8 3.7 5.2 1.7
"814" 5.3 3.4 6.8 1.7
"815" 6.4 3.2 6.8 2.3
"816" 6 3 4.6 1.9
"817" 7.2 3.3 5 1.7
"818" 7.2 2.7 4.6 2.1
"819" 7.1 2.2 5.5 1.7
"820" 5.4 2.8 5.3 2.1
"821" 6.7 3.5 5.2 1.6
"822" 7.1 3.2 6.2 1.7
"823" 6.4 3.2 5.6 2.5
"824" 5.9 2.8 5.4 2.4
"825" 6.3 3.8 6 1.4
"826" 7.6 3.1 6.4 2.4
"827" 5.3 3.1 6.4 2.3
"828" 6.8 3.3 6.1 1.7
"829" 6.9 2.2 6.7 2.5
"830" 6.2 3.2 4.8 1.6
"831" 7.7 3.2 6.1 2.4
"832" 5.8 3.1 6.1 1.7
"833" 5.4 3.8 5.5 1.8
"834" 7.4 2.4 4.8 1.5
"835" 5.8 2.3 5 2.3
"836" 5.3 3.4 4.8 2.1
"837" 5.7 3 6.1 1.8
"838" 5.7 2.4 6.1 2.2
"839" 6.4 2.8 5.2 2.3
"840" 7.5 3.1 5.1 1.7
"841" 6.1 3.4 6.1 1.8
"842" 5.8 2.4 5.4 1.7
"843" 6.1 3.7 5.5 2.2
"844" 5.4 2.7 5 2
"845" 5 3.4 6.6 1.6
"846" 6.7 3.5 4.8 1.8
"847" 6.1 3.7 6.7 2.2
"848" 5.9 2.3 4.8 2.1
"849" 5.3 3.7 5.2 1.5
"850" 5.7 3.2 6.7 1.7
"851" 6.3 2.2 6.8 1.9
"852" 7.1 2.9 5.8 2.5
"853" 7.6 3.7 5 1.9
"854" 6.8 3.4 5 2
"855" 6.6 2.5 4.9 1.7
"856" 6.5 3.6 4.9 2
"857" 7.3 3 6.6 2.3
"858" 7.3 3.6 5.9 2
"859" 5.5 2.5 5.2 2.2
"860" 6.4 2.6 4.7 1.9
"861" 6.2 2.5 6.1 1.9
"862" 5.1 3.7 4.8 2
"863" 6.2 3.2 5.8 2.4
"864" 5.8 3.1 5.2 1.8
"865" 6.6 3.6 6.4 2.4
"866" 7.7 2.8 4.6 1.5
"867" 6 3.2 4.7 2.1
"868" 5.5 2.2 6.4 2.1
"869" 7 2.6 6.8 2.3
"870" 6.2 2.7 4.5 1.6
"871" 6 3 5.6 1.7
"872" 7 2.5 6.8 2.1
"873" 5.8 3.7 4.9 2.1
"874" 5.3 3.5 6.3 1.6
"875" 7.8 2.4 5.3 1.6
"876" 7 2.7 5.7 1.6
"877" 5.4 2.3 5.1 2.2
"878" 5.6 2.2 6.7 1.5
"879" 5.7 3.7 6.5 2.4
"880" 5.2 2.3 5.4 1.6
"881" 7.2 3 5.6 2.5
"882" 7.8 2.2 5.5 1.5
"883" 6.9 3 5 2.4
"884" 6.8 3 5.1 2.1
"885" 7.6 3.4 5.2 1.9
"886" 5.1 2.6 4.7 2.4
"887" 6.4 2.9 6.5 1.6
"888" 6.7 2.5 4.8 1.9
"889" 7.7 3.1 4.8 1.5
"890" 5.2 2.7 5.4 1.5
"891" 7.6 3.6 6.7 1.7
"892" 6.9 3.7 5.4 2
"893" 5.9 2.4 5.8 2.5
"894" 5.8 3.2 5.6 1.7
"895" 7.1 2.7 5.2 2.3
"896" 7 2.3 6.9 2
"897" 7.4 3.4 6.1 1.8
"898" 7.7 2.7 6.5 1.7
"899" 5.4 2.6 5.8 1.7
"900" 6.5 3.7 6.6 1.8
"901" 6.4 3.7 5.8 2.4
"902" 7.7 3.5 4.6 2.3
"903" 6 3.4 4.8 1.8
"904" 5 2.8 4.7 2.3
"905" 5.5 2.3 6.1 1.8
"906" 7.2 3.8 6 2
"907" 5.4 2.4 6 2.4
"908" 5.2 3.6 5.2 2.4
"909" 6.5 3.1 5.9 1.6
"910" 4.9 3.1 6.7 1.4
"911" 6.2 2.2 5.1 2
"912" 6.5 2.7 5.2 1.4
"913" 7.9 3.5 6.5 1.7
"914" 6.8 3.5 6.1 1.6
"915" 5.4 2.8 4.7 1.4
"916" 5 3.3 4.7 1.7
"917" 5.7 2.8 4.5 2.1
"918" 5 3.7 5.5 1.7
"919" 6.7 2.5 5.3 2.4
"920" 6.6 3.7 5.5 1.6
"921" 7.5 3.1 6.8 1.6
"922" 6.2 2.6 6.1 1.5
"923" 5.6 2.4 6.2 1.6
"924" 7.7 3.4 5.7 1.5
"925" 6 2.5 6.7 2.5
"926" 7.3 2.5 5.8 2.1
"927" 5.4 3.7 5.2 2.4
"928" 5.5 3.4 6.7 2.2
"929" 5.1 2.8 6.3 1.5
"930" 5.8 3.6 6.2 1.8
"931" 5.6 2.2 5.6 2.3
"932" 7.5 3.7 5.6 1.5
"933" 6.4 2.5 4.8 2
"934" 6.7 2.3 5.7 1.8
"935" 6.1 2.7 5.4 1.4
"936" 5.9 3.6 6.2 2.3
"937" 6.5 3.1 4.9 1.9
"938" 5.5 2.8 4.9 1.7
"939" 5 3 4.7 1.5
"940" 6.5 3.5 5.5 1.5
"941" 5.4 2.6 5.5 2
"942" 6.4 3.1 6.9 2.1
"943" 6.5 2.9 5.6 2.3
"944" 5.8 3.6 6 1.8
"945" 6.7 2.3 5.1 1.7
"946" 7.7 3.7 5.2 2.3
"947" 5.3 2.4 6.4 2.3
"948" 6.2 2.5 5.8 2.1
"949" 6.1 3.1 4.9 2
"950" 7.4 2.2 5.4 1.7
"951" 7 2.3 6.4 2.1
"952" 7 3 5 1.9
"953" 5.4 2.2 5.8 2
"954" 6.4 2.5 4.8 1.6
"955" 5.8 3.8 6.6 1.8
"956" 4.9 2.7 5.9 2.4
"957" 5.7 3.3 4.9 2.2
"958" 5.5 3.2 5.2 2
"959" 5.1 3.7 5.5 1.6
"960" 5.1 3.3 5.9 1.5
"961" 6.9 3.3 5.2 2.1
"962" 7.2 3.2 4.8 1.6
"963" 7.2 2.4 5 2.2
"964" 5.3 2.3 5.8 2.2
"965" 7 2.5 5.2 1.6
"966" 5.4 2.5 5.4 2.1
"967" 6.9 2.3 5.1 2.4
"968" 5 3.6 5.3 2.4
"969" 7.6 3.4 6.3 2
"970" 5 3.8 6.2 2.4
"971" 6.3 3.2 4.8 1.9
"972" 4.9 2.9 6.5 2.3
"973" 5.7 3.7 6.4 2.5
"974" 5.8 2.7 5.8 2.4
"975" 5.2 3.5 6.7 2.2
"976" 5.8 3.3 4.9 2
"977" 7.1 2.6 5.4 1.7
"978" 5.2 2.5 4.9 2.3
"979" 6.8 3.5 6.5 2.5
"980" 6.3 2.6 6.5 2.3
"981" 7.8 2.2 5.5 1.5
"982" 5.1 3.5 4.7 2.4
"983" 6.4 3.5 4.7 2.4
"984" 6.4 2.7 4.6 2.4
"985" 7.1 2.5 4.9 2.4
"986" 5.9 3.8 5 1.8
"987" 5.1 3 6.5 1.8
"988" 7.5 2.3 5.6 2.5
"989" 6.2 3.5 6.9 1.4
"990" 5.6 2.9 5.8 1.6
"991" 5.4 2.9 6.2 2
"992" 7.4 2.5 6.4 1.9
"993" 5.1 3.1 5.8 2.5
"994" 6.8 2.4 4.9 2.1
"995" 6.5 2.7 5.3 1.6
"996" 5.2 3.2 6.4 1.9
"997" 6.4 2.9 4.6 2.1
"998" 7.8 2.9 4.8 1.8
"999" 6.8 3.3 6.6 2
"1000" 7.6 3.7 4.8 1.5
"1001" 7.5 3.1 4.5 1.7
"1002" 7.1 2.9 6 2.3
"1003" 5.7 2.7 5.5 2.5
"1004" 7.6 3.3 6 1.6
"1005" 5.3 3.5 5.4 1.5
"1006" 7.7 3.8 6.7 2.2
"1007" 5.7 3.5 6.8 2.2
"1008" 5 3.7 5.5 2
"1009" 5 2.7 6.7 1.7
"1010" 4.9 3.5 6.2 2
"1011" 5 3.6 6.6 1.5
"1012" 6.8 2.9 5.7 2
"1013" 5.5 3.8 5.8 2.4
"1014" 5.7 3.7 5.9 2.2
"1015" 5.9 2.8 4.6 1.4
"1016" 6.2 3.1 6.3 2
"1017" 5.4 2.2 5.7 1.7
"1018" 5.3 3.8 5.1 1.5
"1019" 5 2.3 5.3 2
"1020" 6 2.5 6.2 2.1
"1021" 6.4 2.3 6.6 1.4
"1022" 6.7 2.3 5.2 2.3
"1023" 7 2.3 6.1 2.1
"1024" 7.5 3.1 4.7 1.5
"1025" 7.6 3 6.2 2.3
"1026" 5.6 3 5.1 2.1
"1027" 7.5 3.6 4.8 2.4
"1028" 6.3 2.3 6.3 1.7
"1029" 5.8 3.4 5.7 2.4
"1030" 7.5 2.6 5.2 2.4
"1031" 7 3.7 6.3 1.4
"1032" 5.7 3.4 4.5 1.5
"1033" 6.8 3.3 4.5 1.6
"1034" 6 3.2 5.4 2.2
"1035" 5.3 2.4 4.7 1.5
"1036" 5.1 3.4 5.1 1.7
"1037" 4.9 3.5 5.9 2.1
"1038" 7.8 2.7 6.8 1.9
"1039" 7.1 3.6 5.1 1.8
"1040" 6.8 2.4 6.6 1.7
"1041" 7.1 3.6 4.8 2.3
"1042" 6.8 3.3 5.3 2.3
"1043" 5 2.5 4.8 1.5
"1044" 6.3 3.6 5 2.5
"1045" 6.9 3.7 5.6 2.4
"1046" 7.2 2.9 5.8 1.7
"1047" 6.1 3 5.2 2
"1048" 5.3 3.4 5.5 1.7
"1049" 7.9 2.7 5.2 2
"1050" 5.8 2.8 6.1 1.8
"1051" 5.9 2.9 4.6 1.6
"1052" 6.8 2.7 4.8 1.8
"1053" 5.1 3.8 5.1 2.4
"1054" 6.4 3.6 5.6 2
"1055" 7.7 2.5 6.1 2.1
"1056" 5.2 2.5 5 2.2
"1057" 5.3 3.1 6.4 1.6
"1058" 7.5 3 5 2.4
"1059" 5.5 2.6 6 1.8
"1060" 5.4 3 5.3 2.4
"1061" 6.1 2.4 5.7 1.9
"1062" 5.7 2.9 6.3 2.4
"1063" 7.3 2.5 5.2 2
"1064" 6.3 2.5 6.4 1.6
"1065" 6.8 3.6 4.5 1.7
"1066" 7.6 2.5 6.2 1.9
"1067" 7.3 3.8 6.5 2.2
"1068" 5 2.6 6.2 2.3
"1069" 6.9 2.6 6.4 2.2
"1070" 7.4 3.1 5.6 2.1
"1071" 5.8 2.8 5.7 2.2
"1072" 6.4 2.7 5.7 2.4
"1073" 6.7 3.5 5.1 2.4
"1074" 7.1 2.3 6 1.9
"1075" 7.3 2.8 5.4 2
"1076" 6.7 3.6 4.6 2.4
"1077" 7.6 3.4 5.7 1.9
"1078" 5.5 2.5 6.3 2
"1079" 7.6 2.2 6.2 2.2
"1080" 5 2.8 4.6 2.3
"1081" 7.7 2.4 4.9 2.2
"1082" 6.4 3.6 4.6 1.5
"1083" 7.9 2.7 6.5 2.1
"1084" 6.7 3.7 6.4 1.9
"1085" 5.1 3.2 6.4 1.4
"1086" 6.1 2.9 6 1.6
"1087" 6.4 3.4 4.5 2.2
"1088" 7.1 2.9 5.6 1.4
"1089" 7.2 3.1 6.3 1.8
"1090" 6.8 3.1 6 2
"1091" 6.4 3.2 5.7 2.5
"1092" 7.3 2.7 5.1 2.3
"1093" 5 3.5 6.5 2.1
"1094" 7.7 3.5 4.7 1.7
"1095" 7.7 2.7 4.7 1.7
"1096" 5.6 2.5 5 2.4
"1097" 6.2 3.5 6.3 2.3
"1098" 5.2 3.5 6.9 1.5
"1099" 7.5 2.7 5.2 1.8
"1100" 5.2 3 4.6 2.4
"1101" 5.3 2.3 5.4 1.5
"1102" 7 3.5 5.8 2.1
"1103" 6.6 3 6 1.6
"1104" 6 3 6.1 2.2
"1105" 6.7 3.3 6.7 1.9
"1106" 5.7 3.2 5.7 2
"1107" 6.4 2.3 5.4 2.3
"1108" 6.7 2.9 5.1 1.8
"1109" 5 2.5 5.4 1.8
"1110" 6.1 2.6 5.3 2.4
"1111" 7.4 2.4 4.5 2.2
"1112" 7.5 3.7 6.7 2.3
"1113" 5.2 2.9 6.3 1.8
"1114" 6.4 3.7 5.9 1.6
"1115" 5.6 2.8 6.7 2
"1116" 6.6 2.4 6.6 1.8
"1117" 5.7 3.4 5.4 1.9
"1118" 7.5 2.6 6.4 1.6
"1119" 7.8 2.7 5.5 1.7
"1120" 5.9 2.8 5.2 2
"1121" 5.6 3.3 5 2.2
"1122" 7.3 3.3 6.3 1.9
"1123" 5.1 2.2 4.8 2.1
"1124" 6.7 3.2 5.7 1.7
"1125" 6.6 3.2 6 2
"1126" 6.6 3.7 6.4 2
"1127" 6.9 2.9 4.7 1.8
"1128" 7.5 3.5 5.6 2.2
"1129" 5.9 2.9 6.6 2.2
"1130" 5 3.1 6.8 2.1
"1131" 6.3 3.5 5.2 1.7
"1132" 4.9 3.6 6.8 2.1
"1133" 4.9 3.4 5.1 1.8
"1134" 6.1 3 6.3 1.4
"1135" 5.2 3.3 5 2.1
"1136" 5.4 3.6 5.9 2.1
"1137" 6.1 2.4 6.1 2.3
"1138" 7.6 2.4 6.1 1.8
"1139" 7.7 2.7 5 1.7
"1140" 7.7 2.4 6.8 1.6
"1141" 7 3.2 6.2 1.4
"1142" 7.1 2.6 6.1 2
"1143" 5.8 2.5 4.7 1.9
"1144" 5.8 2.5 5.4 1.5
"1145" 6.5 2.9 5.5 1.5
"1146" 5.7 2.5 4.8 1.8
"1147" 6.7 3.6 6.2 2.3
"1148" 7.7 2.8 4.9 2
"1149" 5 2.8 4.9 2.5
"1150" 6.4 3.7 4.8 1.8
"1151" 6.3 3.6 6.9 2.1
"1152" 5.7 2.3 5.4 1.8
"1153" 6.1 3.3 6.8 2.2
"1154" 7.1 2.2 5.7 2.5
"1155" 6.3 3.3 5.2 1.6
"1156" 7.2 2.4 4.8 2.4
"1157" 4.9 2.3 6.4 2.3
"1158" 5.1 3.7 5.6 2.2
"1159" 6.9 2.3 5.5 2.4
"1160" 5 2.3 5 1.9
"1161" 7.6 3 5.1 1.8
"1162" 6.4 2.5 4.6 1.9
"1163" 6.9 3.7 5.1 1.9
"1164" 5.6 3.2 6.9 1.6
"1165" 6.6 2.2 5.9 1.5
"1166" 5.1 3.4 6.5 2
"1167" 6.7 2.3 5 1.9
"1168" 5.6 2.8 4.6 2.1
"1169" 6.3 3.2 6.5 2.4
"1170" 4.9 2.7 6.7 1.9
"1171" 6.6 2.9 4.6 1.6
"1172" 5.2 2.3 5.2 2.4
"1173" 5 2.8 5.9 2.3
"1174" 7.1 2.2 6.6 1.8
"1175" 6.9 2.4 5.5 2
"1176" 5.5 3 6.7 2.3
"1177" 6.5 2.4 5.6 2.1
"1178" 5.7 3 4.6 1.9
"1179" 7 2.6 6.7 1.9
"1180" 5.6 2.2 4.9 1.6
"1181" 7 3.2 5.9 1.9
"1182" 7.1 3.2 4.8 1.6
"1183" 5.7 3.6 4.8 2
"1184" 5.7 3.1 6.2 2.5
"1185" 5.9 2.3 5.4 1.6
"1186" 5.5 3 4.8 1.6
"1187" 6.2 2.3 5.3 1.8
"1188" 6.1 3.3 6.4 2.2
"1189" 5.9 2.2 5 1.5
"1190" 6.4 2.6 6.3 2.2
"1191" 7.4 2.2 6.8 2.4
"1192" 6 3.3 5.7 1.7
"1193" 5 3.2 4.6 2.1
"1194" 7 2.3 5.3 2.5
"1195" 5.6 2.2 6.4 2.3
"1196" 5.8 3.1 4.9 1.6
"1197" 5.1 2.4 6.1 1.6
"1198" 6.6 2.3 6.5 2.3
"1199" 6.5 3.7 4.5 1.5
"1200" 7.8 2.5 6.7 1.6
"1201" 6.3 2.3 6.5 2.4
"1202" 7.9 3.8 6.8 2.2
"1203" 5 3.7 5.5 1.4
"1204" 7.2 3.7 6.5 1.8
"1205" 7.8 3.3 6.3 1.6
"1206" 5.3 3.2 6.6 2.4
"1207" 6.6 3.5 6.3 1.8
"1208" 6.5 3.4 6.2 2.2
"1209" 7.4 2.8 4.7 2
"1210" 5.5 2.6 4.7 1.9
"1211" 5.8 3 4.9 2.4
"1212" 6.6 3.8 6.5 1.5
"1213" 6.9 2.8 6.9 1.4
"1214" 7.7 2.8 6.5 1.8
"1215" 5.9 3.5 6.3 2.5
"1216" 7.4 3.2 5 1.8
"1217" 7 3.7 4.9 1.5
"1218" 6.6 3.4 5.9 2
"1219" 5.9 2.5 6.7 1.9
"1220" 5.9 3.1 5.8 1.8
"1221" 7.8 2.9 6.7 1.4
"1222" 7.1 3.3 4.5 2.2
"1223" 5.5 3.8 5 2.4
"1224" 7.5 2.6 6.8 2.4
"1225" 6.3 2.6 6.2 1.8
"1226" 5.7 3.3 5.2 1.9
"1227" 7.5 2.4 4.7 2.2
"1228" 6.2 3.4 6.1 1.5
"1229" 5.8 3.7 6 2.3
"1230" 6.1 3 6.5 2.3
"1231" 7.9 2.7 5.1 1.9
"1232" 5.9 3.2 4.9 2.2
"1233" 6.9 2.4 6.5 2.3
"1234" 5.9 2.5 6.5 2.5
"1235" 5.2 2.7 5.5 1.8
"1236" 6.8 2.9 6.6 1.5
"1237" 7.4 2.6 5.2 2.1
"1238" 7.1 2.8 6.2 1.4
"1239" 6.1 3.4 5.8 2.1
"1240" 7.2 3.2 6.1 2.3
"1241" 4.9 2.9 5.2 2.4
"1242" 7.4 3.6 6 2.1
"1243" 6.7 2.4 5.1 2
"1244" 5.8 3.2 5.9 1.7
"1245" 5 2.4 6.7 2.4
"1246" 6.3 2.7 6.1 2.3
"1247" 5.7 3.7 6.9 1.6
"1248" 6.5 3.3 4.6 2
"1249" 7.6 3.7 6 2
"1250" 6.5 3.7 6.8 1.7
"1251" 7.1 3.4 4.8 1.7
"1252" 5.2 3.4 5.5 1.9
"1253" 5.3 3.3 5.9 1.9
"1254" 5.4 3.5 5.1 1.6
"1255" 5.7 2.9 6.9 2.2
"1256" 5.4 3 5.5 1.7
"1257" 6 3.4 6 1.6
"1258" 6.3 3.5 5.3 1.9
"1259" 5.6 3.7 4.6 1.9
"1260" 5.3 2.3 5.5 1.9
"1261" 5.3 2.6 6.3 2.4
"1262" 5.1 3.7 4.7 1.9
"1263" 7.2 2.5 4.6 2.2
"1264" 7.8 3.2 6.4 2.3
"1265" 5.5 3.6 5.5 1.6
"1266" 4.9 2.2 4.7 2
"1267" 5.4 3.3 5.3 1.6
"1268" 6.5 2.4 5.3 2.5
"1269" 7.9 2.7 6.5 1.6
"1270" 7.3 2.5 6.8 1.8
"1271" 6.8 2.6 5.8 2.2
"1272" 5.8 3.2 5.3 2.2
"1273" 7 3.2 6 2.2
"1274" 5.3 3.4 5.2 2.5
"1275" 6.2 3.5 4.6 1.6
"1276" 7.8 3 5.7 1.4
"1277" 6.3 2.7 6.3 2.1
"1278" 7.4 3.4 5.2 1.8
"1279" 6.4 3.2 4.8 2.3
"1280" 5.6 3.3 6.5 2.1
"1281" 5.5 2.9 5.9 1.6
"1282" 7.6 2.3 5.7 2
"1283" 7.2 2.3 6.5 1.7
"1284" 6.6 2.8 5.1 1.5
"1285" 6.3 3 6.4 1.8
"1286" 6.7 3.3 6.5 2.2
"1287" 7.7 3 6.5 2.4
"1288" 7.3 2.3 5.3 2.3
"1289" 5.1 3.3 5.9 1.5
"1290" 5.8 2.6 5.2 1.5
"1291" 6.7 3.3 5.9 2.4
"1292" 6.8 2.3 6.7 2.2
"1293" 6.7 2.6 5.6 1.9
"1294" 5.2 3.2 5 1.4
"1295" 5.4 3.4 6.2 2
"1296" 7.8 3.5 6.9 1.9
"1297" 6.8 2.6 6.4 2.2
"1298" 5.3 2.6 5 2.3
"1299" 5.4 3.5 5.2 1.6
"1300" 6.4 2.3 5.1 1.9
"1301" 5.3 2.5 5.2 2.4
"1302" 6.4 2.7 6.8 1.7
"1303" 5.9 2.5 6.6 1.9
"1304" 6.5 2.5 6.2 1.7
"1305" 5.5 2.9 5.1 1.4
"1306" 5.7 3.7 6.2 2.3
"1307" 7.7 3.5 6 2.2
"1308" 5.6 3.6 4.6 1.9
"1309" 6.3 3.1 5 1.9
"1310" 7 3.1 4.9 2.4
"1311" 5.4 2.7 6.5 2.1
"1312" 5.9 3.3 6.7 1.9
"1313" 5.6 3.7 5.6 1.8
"1314" 7.2 3.3 5 1.5
"1315" 7.2 2.5 5.6 2.1
"1316" 7.4 2.8 6.3 1.9
"1317" 5.4 3.6 6.4 2.2
"1318" 5.6 3.7 6.1 2.3
"1319" 5.3 3.2 5.5 2.3
"1320" 7.6 2.8 6.1 2.2
"1321" 6.7 2.2 5.2 2.2
"1322" 6.4 2.2 6.3 1.6
"1323" 5 2.9 6.9 2.2
"1324" 7 2.5 6.9 2.3
"1325" 5.8 2.3 5.2 2.3
"1326" 7.2 2.4 5.1 2.1
"1327" 6.3 3.7 5.5 1.8
"1328" 6.2 2.7 5.6 2.4
"1329" 5.7 2.7 6.2 2
"1330" 7.2 3.5 5 2
"1331" 6.4 2.4 6.6 2.4
"1332" 6.6 2.7 5.1 1.5
"1333" 5.2 2.5 5.8 1.7
"1334" 5.8 3.4 6.3 1.9
"1335" 5.3 2.3 5.5 2.4
"1336" 6.6 3.4 5.3 2.1
"1337" 6.5 2.7 4.7 2.2
"1338" 5 3.4 4.7 2.2
"1339" 5.7 3.5 6.7 1.6
"1340" 6.3 3.5 4.5 2.1
"1341" 5.2 2.4 6.9 2.3
"1342" 7.5 2.4 5.8 2.1
"1343" 6.4 2.2 6.4 1.5
"1344" 4.9 3.7 6.4 1.6
"1345" 6.5 2.4 5.5 2.4
"1346" 6 3.8 6.8 1.7
"1347" 6.5 3.5 6.7 1.7
"1348" 6.3 2.2 5.2 1.5
"1349" 4.9 3.6 5.8 1.6
"1350" 5.8 3.2 4.6 1.5
"1351" 5.8 3.4 5.9 2.4
"1352" 6.1 3.1 5.9 2.1
"1353" 7.3 3.1 6.8 1.5
"1354" 7.7 3.6 6.8 1.4
"1355" 4.9 3.2 5.6 1.8
"1356" 7.3 2.4 5.4 2.4
"1357" 6.2 3.2 6.1 1.8
"1358" 7.1 2.8 6.5 2.2
"1359" 5.4 2.7 5.7 1.8
"1360" 5.3 3.5 6.6 2.3
"1361" 5.6 2.5 5.9 2.4
"1362" 6 3.6 4.9 1.7
"1363" 5.2 3.8 6 1.9
"1364" 5.2 2.2 5 1.9
"1365" 5.5 3.1 6.4 1.4
"1366" 7.7 3.5 6.6 2.1
"1367" 5.3 3.4 6 1.9
"1368" 6.1 3.7 6.7 1.8
"1369" 7.2 3.2 4.5 2.3
"1370" 6.8 3.7 4.5 1.8
"1371" 5.8 2.2 5.6 1.5
"1372" 7.1 2.6 5.3 2.4
"1373" 6.6 2.9 4.6 2.1
"1374" 6.8 3.3 5.2 1.6
"1375" 5.9 3.3 5.7 2.3
"1376" 6.5 2.4 6.1 2.5
"1377" 7.6 3.7 6.6 1.9
"1378" 7.5 2.5 5.4 2.3
"1379" 5.7 3.7 6 1.7
"1380" 7.2 2.7 6.2 2
"1381" 7.2 2.5 6.9 2.2
"1382" 5.5 3.5 5.2 1.9
"1383" 7.1 2.4 5.1 1.7
"1384" 6.8 3 5.4 2.3
"1385" 6.6 3.3 6.8 2.1
"1386" 7.5 3.6 6 1.6
"1387" 7 2.8 5.7 1.5
"1388" 7.5 2.7 6.8 1.9
"1389" 7.7 2.4 4.8 1.9
"1390" 5.3 3.2 4.7 1.5
"1391" 6.4 2.6 5.3 2.2
"1392" 6.7 3.1 6.3 1.9
"1393" 6.9 3.4 4.6 2.5
"1394" 6.6 3 5.9 2.1
"1395" 6.4 3 4.9 2
"1396" 7.5 3.5 5.3 1.7
"1397" 7.5 2.7 5.6 2.5
"1398" 6 2.3 5.3 1.5
"1399" 6 3.1 6.7 2.1
"1400" 7.2 2.3 5.9 1.9
"1401" 7.7 2.4 6.8 1.4
"1402" 6.3 2.8 5 2
"1403" 6.4 3.6 6.1 1.5
"1404" 6.7 3.3 6.1 2.3
"1405" 5 3 5.3 1.8
"1406" 5.6 2.7 6.2 2.5
"1407" 7.3 3.7 4.8 2.5
"1408" 5.7 2.4 4.6 1.7
"1409" 7.9 3.6 5.2 2
"1410" 5.5 2.3 5.9 1.8
"1411" 7.6 3.7 6.6 2.1
"1412" 6.2 2.7 6.5 2
"1413" 6.2 3.3 5.6 2.5
"1414" 5.1 3.6 6.5 1.9
"1415" 5.2 3.5 6.6 1.5
"1416" 6.5 2.9 4.9 1.9
"1417" 6.6 2.6 5.5 2
"1418" 5.9 2.3 5.7 2.5
"1419" 6.4 2.2 6 2.1
"1420" 7.6 2.9 4.6 1.4
"1421" 7.1 2.6 6.8 1.7
"1422" 5.4 2.3 4.7 1.9
"1423" 6.8 2.9 5.6 2.2
