"V1" "V2" "V3" "V4" "V5"
"998" 2 8 20 2 18
"999" 2 3 22 1 9
"1000" 1 19 7 2 20
"1001" 1 12 9 1 36
"1002" 1 16 8 1 14
"1003" 2 5 18 2 29
"1004" 1 16 26 2 45
"1005" 1 22 10 1 7
"1006" 2 9 24 2 7
"1007" 2 10 21 2 8
"1008" 1 17 7 1 7
"1009" 2 8 25 2 19
"1010" 1 8 16 2 26
"1011" 2 23 24 1 20
"1012" 2 12 9 1 38
"1013" 1 5 3 1 11
"1014" 2 24 3 1 17
"1015" 1 25 2 2 20
"1016" 1 24 5 2 23
"1017" 2 14 15 2 33
"1018" 2 22 24 1 11
"1019" 1 7 25 1 20
"1020" 1 21 25 1 13
"1021" 2 2 19 2 6
"1022" 1 17 1 1 13
"1023" 1 22 18 1 18
"1024" 2 14 6 1 30
"1025" 1 19 14 2 34
"1026" 1 7 6 1 46
"1027" 1 4 25 2 33
"1028" 1 20 2 2 14
"1029" 1 2 5 2 38
"1030" 2 18 6 2 17
"1031" 2 14 1 1 41
"1032" 2 17 7 2 26
"1033" 1 21 25 2 27
"1034" 2 15 13 1 28
"1035" 1 1 21 2 21
"1036" 2 25 14 2 40
"1037" 1 3 11 1 6
"1038" 2 18 8 1 43
"1039" 2 2 14 1 17
"1040" 2 7 12 2 28
"1041" 2 16 6 1 28
"1042" 1 19 14 1 20
"1043" 2 17 10 2 40
"1044" 1 24 21 1 20
"1045" 1 16 15 1 9
"1046" 1 20 3 1 21
"1047" 2 18 24 1 21
"1048" 2 24 4 1 26
"1049" 1 2 3 2 9
"1050" 1 15 17 2 8
"1051" 2 8 15 2 45
"1052" 2 16 17 1 43
"1053" 1 15 8 2 16
"1054" 2 1 5 1 27
"1055" 2 18 17 1 25
"1056" 2 9 18 1 32
"1057" 1 9 17 2 35
"1058" 2 17 16 1 16
"1059" 2 5 18 1 14
"1060" 1 24 17 1 40
"1061" 1 20 5 1 13
"1062" 1 22 21 1 13
"1063" 1 22 4 1 31
"1064" 1 13 22 2 8
"1065" 2 13 14 1 30
"1066" 1 22 24 2 21
"1067" 1 9 13 2 38
"1068" 1 25 5 2 45
"1069" 1 13 5 2 32
"1070" 1 16 11 1 22
"1071" 1 10 20 1 27
"1072" 1 10 20 1 16
"1073" 1 11 6 2 43
"1074" 2 20 17 2 40
"1075" 2 22 6 2 22
"1076" 2 25 26 2 13
"1077" 1 15 24 1 25
"1078" 2 9 1 1 30
"1079" 2 15 15 2 40
"1080" 2 16 15 1 27
"1081" 2 16 10 2 45
"1082" 1 4 22 1 28
"1083" 1 25 16 2 16
"1084" 2 19 5 2 38
"1085" 2 18 13 2 33
"1086" 2 21 18 1 38
"1087" 2 22 23 2 46
"1088" 1 10 10 1 6
"1089" 2 6 4 1 34
"1090" 1 13 23 2 14
"1091" 2 3 4 1 19
"1092" 2 17 20 1 28
"1093" 2 9 22 2 22
"1094" 1 15 11 1 17
"1095" 2 23 2 1 24
"1096" 2 6 24 1 12
"1097" 1 21 9 1 34
"1098" 2 1 12 2 38
"1099" 1 23 10 1 22
"1100" 2 13 2 1 27
"1101" 2 21 24 1 19
"1102" 1 11 13 2 6
"1103" 2 22 4 1 38
"1104" 1 6 12 2 10
"1105" 1 10 5 2 40
"1106" 1 22 23 2 38
"1107" 2 16 11 1 20
"1108" 1 23 11 1 36
"1109" 1 2 12 1 6
"1110" 2 9 12 2 8
"1111" 2 22 21 1 39
"1112" 2 11 26 2 43
"1113" 1 6 2 2 36
"1114" 2 4 15 1 30
"1115" 2 4 18 1 20
"1116" 2 12 22 1 23
"1117" 2 22 13 1 28
"1118" 1 24 25 1 22
"1119" 1 8 21 1 30
"1120" 2 24 25 2 30
"1121" 1 7 26 1 5
"1122" 1 18 12 2 44
"1123" 2 16 10 1 37
"1124" 2 14 2 2 34
"1125" 2 2 15 2 14
"1126" 2 9 6 1 46
"1127" 2 14 8 2 26
"1128" 2 8 23 2 32
"1129" 2 8 10 2 35
"1130" 1 7 7 2 30
"1131" 2 13 21 1 20
"1132" 1 13 18 1 10
"1133" 2 13 3 2 7
"1134" 1 8 23 1 32
"1135" 2 23 8 1 41
"1136" 2 22 10 1 20
"1137" 2 25 4 1 44
"1138" 1 11 23 2 8
"1139" 1 4 23 2 43
"1140" 2 14 14 1 20
"1141" 2 14 14 2 38
"1142" 1 3 10 2 18
"1143" 2 4 14 2 25
"1144" 1 11 4 2 28
"1145" 2 2 25 2 45
"1146" 1 7 17 1 9
"1147" 1 8 10 1 28
"1148" 1 8 2 1 22
"1149" 1 9 24 1 41
"1150" 1 11 6 2 40
"1151" 2 13 25 1 25
"1152" 1 22 17 1 35
"1153" 1 22 12 2 15
"1154" 2 14 16 1 9
"1155" 2 21 24 1 12
"1156" 1 23 10 2 30
"1157" 2 5 7 2 22
"1158" 1 12 11 2 37
"1159" 1 23 10 1 17
"1160" 1 13 11 2 38
"1161" 2 10 10 2 36
"1162" 2 25 24 1 11
"1163" 1 17 6 1 18
"1164" 2 15 24 2 12
"1165" 1 24 18 2 37
"1166" 1 17 20 1 40
"1167" 2 25 13 2 10
"1168" 1 12 24 1 10
"1169" 1 18 10 1 27
"1170" 1 8 5 1 31
"1171" 2 4 14 2 21
"1172" 1 19 14 2 44
"1173" 2 10 5 1 11
"1174" 1 7 4 1 7
"1175" 1 8 5 1 27
"1176" 2 6 18 1 35
"1177" 1 22 7 2 27
"1178" 2 5 20 1 33
"1179" 2 16 13 1 44
"1180" 1 15 17 2 44
"1181" 1 2 17 2 32
"1182" 1 12 2 1 22
"1183" 2 23 23 1 21
"1184" 1 12 18 2 8
"1185" 2 18 18 1 20
"1186" 2 11 2 1 18
"1187" 1 20 7 2 8
"1188" 2 17 24 2 21
"1189" 2 11 4 2 45
"1190" 1 24 18 2 45
"1191" 2 15 17 2 36
"1192" 2 9 19 2 45
"1193" 2 23 2 2 44
"1194" 1 16 12 2 24
"1195" 1 1 14 2 41
"1196" 2 21 23 2 32
"1197" 2 9 23 1 15
"1198" 2 10 17 2 30
"1199" 2 8 15 2 45
"1200" 1 12 2 1 24
"1201" 2 19 14 2 23
"1202" 1 20 9 2 42
"1203" 2 10 19 2 42
"1204" 1 15 25 1 28
"1205" 2 2 14 2 21
"1206" 2 9 19 2 12
"1207" 2 3 17 1 8
"1208" 2 11 1 2 13
"1209" 1 19 10 2 31
"1210" 2 14 11 2 29
"1211" 2 6 2 1 12
"1212" 2 5 22 1 36
"1213" 2 20 3 2 42
"1214" 2 4 8 2 8
"1215" 1 13 9 2 17
"1216" 2 10 24 1 41
"1217" 1 3 21 2 30
"1218" 1 25 14 2 28
"1219" 1 14 3 1 32
"1220" 2 4 1 1 6
"1221" 2 17 16 1 30
"1222" 2 16 10 2 22
"1223" 1 4 15 1 35
"1224" 2 9 20 2 20
"1225" 1 18 20 2 39
"1226" 2 17 8 1 45
"1227" 2 2 17 1 25
"1228" 2 24 17 2 6
"1229" 2 23 12 1 36
"1230" 1 10 21 2 37
"1231" 2 13 11 2 28
"1232" 1 21 10 2 9
"1233" 1 12 17 1 38
"1234" 2 16 4 1 29
"1235" 1 24 10 2 44
"1236" 2 22 12 2 15
"1237" 2 7 13 2 24
"1238" 2 19 4 2 38
"1239" 2 6 8 2 31
"1240" 2 19 9 1 35
"1241" 2 8 10 1 26
"1242" 1 9 22 1 14
"1243" 1 5 2 2 39
"1244" 1 5 23 1 6
"1245" 1 21 16 2 36
"1246" 2 24 17 2 16
"1247" 2 17 7 1 6
"1248" 2 20 10 1 6
"1249" 1 2 1 2 11
"1250" 2 9 3 1 22
"1251" 2 22 1 2 36
"1252" 1 8 9 1 6
"1253" 1 1 24 1 39
"1254" 1 24 21 2 28
"1255" 2 18 3 2 41
"1256" 2 8 7 2 37
"1257" 2 15 25 1 28
"1258" 2 12 15 1 25
"1259" 2 11 17 1 10
"1260" 1 16 9 1 7
"1261" 2 7 24 2 34
"1262" 1 16 25 2 42
"1263" 2 7 7 2 19
"1264" 1 2 14 1 46
"1265" 1 23 19 1 33
"1266" 1 11 16 1 17
"1267" 1 22 22 2 11
"1268" 1 5 24 2 5
"1269" 2 19 16 2 11
"1270" 1 24 6 1 25
"1271" 1 21 3 1 38
"1272" 2 16 4 1 46
"1273" 2 13 2 2 12
"1274" 1 11 3 1 20
"1275" 1 8 24 1 40
"1276" 1 25 13 1 7
"1277" 1 13 6 1 16
"1278" 2 16 5 1 36
"1279" 2 3 24 1 40
"1280" 2 23 18 1 31
"1281" 2 25 12 2 12
"1282" 1 7 4 1 10
"1283" 2 25 10 2 10
"1284" 2 15 9 1 23
"1285" 2 15 8 1 21
"1286" 1 16 2 2 32
"1287" 2 19 8 1 39
"1288" 2 20 21 1 7
"1289" 2 10 24 1 38
"1290" 2 7 5 2 6
"1291" 2 22 2 2 31
"1292" 2 5 18 1 36
"1293" 2 3 15 1 28
"1294" 1 1 15 1 31
"1295" 1 19 3 1 33
"1296" 2 20 11 1 9
"1297" 1 9 21 2 24
"1298" 1 13 20 1 13
"1299" 1 16 12 2 28
"1300" 1 10 22 2 31
"1301" 2 13 4 1 35
"1302" 2 2 23 1 36
"1303" 1 9 24 2 15
"1304" 2 14 2 1 35
"1305" 2 19 20 1 34
"1306" 2 10 22 1 8
"1307" 2 4 21 1 13
"1308" 1 5 21 2 11
"1309" 2 24 20 1 13
"1310" 2 5 10 2 33
"1311" 1 15 22 1 30
"1312" 2 3 22 1 33
"1313" 2 16 14 2 12
"1314" 2 24 11 1 12
"1315" 1 9 25 1 13
"1316" 1 20 20 1 25
"1317" 2 13 18 2 35
"1318" 1 22 21 1 32
"1319" 1 21 24 1 13
"1320" 2 11 18 1 13
"1321" 1 5 1 2 14
"1322" 1 5 2 2 42
"1323" 2 7 7 1 15
"1324" 1 24 18 1 9
"1325" 2 23 12 1 23
"1326" 1 19 21 1 11
"1327" 1 14 9 1 31
"1328" 2 14 18 2 45
"1329" 2 17 12 1 38
"1330" 1 8 2 1 39
"1331" 2 22 22 2 26
"1332" 2 10 24 1 12
"1333" 2 14 19 2 38
"1334" 1 7 22 1 9
"1335" 2 21 4 1 35
"1336" 1 20 24 1 40
"1337" 1 1 3 2 28
"1338" 2 11 3 2 12
"1339" 1 10 8 2 14
"1340" 2 16 20 2 6
"1341" 2 12 15 2 16
"1342" 1 17 3 1 37
"1343" 1 4 2 1 12
"1344" 2 15 21 1 11
"1345" 1 18 9 2 15
"1346" 2 15 2 1 21
"1347" 2 18 17 2 32
"1348" 2 10 1 1 23
"1349" 1 9 15 2 23
"1350" 2 9 18 2 14
"1351" 1 9 5 1 25
"1352" 2 17 8 2 14
"1353" 2 15 18 1 25
"1354" 2 7 19 1 23
"1355" 1 1 16 1 21
"1356" 2 14 19 2 13
"1357" 1 23 21 2 33
"1358" 1 21 4 1 30
"1359" 2 3 21 2 36
"1360" 1 1 10 1 36
"1361" 2 16 17 1 33
"1362" 2 16 25 2 39
"1363" 1 17 25 1 6
"1364" 2 11 8 2 25
"1365" 2 15 12 1 34
"1366" 2 14 25 1 25
"1367" 1 11 13 1 33
"1368" 1 10 20 2 42
"1369" 1 6 2 2 5
"1370" 2 6 24 1 23
"1371" 2 15 11 2 16
"1372" 2 14 7 2 31
"1373" 2 16 25 1 30
"1374" 1 4 20 2 29
"1375" 1 21 8 2 39
"1376" 1 12 8 1 21
"1377" 2 2 20 2 10
"1378" 2 14 13 2 36
"1379" 1 12 6 1 26
"1380" 2 19 13 1 45
"1381" 2 16 7 2 40
"1382" 1 7 13 2 9
"1383" 2 2 23 2 45
"1384" 1 2 2 1 40
"1385" 1 21 25 1 39
"1386" 1 13 26 2 10
"1387" 1 17 16 2 34
"1388" 1 6 6 1 22
"1389" 1 25 17 2 15
"1390" 1 4 12 1 31
"1391" 1 2 10 1 30
"1392" 1 24 2 2 23
"1393" 1 4 19 2 37
"1394" 2 13 3 1 19
"1395" 1 17 24 2 42
"1396" 1 7 5 2 15
"1397" 2 7 4 1 6
"1398" 1 3 5 2 7
"1399" 1 4 16 2 26
"1400" 1 1 8 1 13
"1401" 1 20 20 2 38
"1402" 1 20 10 2 25
"1403" 1 2 14 1 31
"1404" 2 10 7 2 19
"1405" 2 18 21 2 26
"1406" 1 17 2 2 10
"1407" 1 8 7 1 16
"1408" 1 2 12 1 22
"1409" 2 17 9 1 46
"1410" 2 23 19 2 37
"1411" 2 5 2 2 12
"1412" 1 11 2 2 41
"1413" 2 17 4 2 19
"1414" 1 8 23 1 27
"1415" 1 5 19 2 18
"1416" 2 3 12 1 34
"1417" 2 4 23 2 34
"1418" 2 17 15 1 26
"1419" 2 4 5 2 13
"1420" 2 5 8 2 39
"1421" 1 17 4 2 25
"1422" 1 21 20 2 20
"1423" 2 17 24 1 5
"1424" 1 24 18 2 21
"1425" 1 13 24 2 23
"1426" 1 20 23 2 21
"1427" 1 23 16 1 27
"1428" 1 23 10 2 35
"1429" 1 15 8 1 32
"1430" 1 24 26 2 22
"1431" 1 23 7 2 12
"1432" 1 1 21 1 32
"1433" 1 13 12 2 10
"1434" 1 23 21 1 10
"1435" 2 12 25 1 23
"1436" 1 19 22 2 42
"1437" 1 11 6 1 33
"1438" 2 8 21 1 29
"1439" 1 18 17 2 40
"1440" 1 12 24 1 16
"1441" 1 9 3 2 7
"1442" 1 7 7 1 26
"1443" 2 16 2 2 22
"1444" 1 4 15 2 45
"1445" 1 16 25 1 23
"1446" 1 10 10 1 11
"1447" 2 10 6 2 21
"1448" 1 9 21 2 24
"1449" 1 19 20 1 32
"1450" 2 15 21 1 40
"1451" 2 4 7 1 42
"1452" 1 21 25 2 16
"1453" 1 15 17 1 28
"1454" 2 16 2 2 7
"1455" 1 11 2 1 26
"1456" 1 10 5 1 38
"1457" 1 9 5 2 14
"1458" 1 18 24 1 35
"1459" 1 12 14 2 21
"1460" 1 10 22 1 32
"1461" 1 4 6 1 38
"1462" 1 22 9 2 45
"1463" 1 6 18 1 18
"1464" 2 9 10 1 15
"1465" 1 8 15 1 10
"1466" 2 20 24 1 32
"1467" 1 14 21 1 18
"1468" 2 16 6 2 24
"1469" 2 5 16 1 28
"1470" 2 8 17 1 16
"1471" 2 10 18 2 40
"1472" 2 2 14 1 20
"1473" 1 7 8 1 22
"1474" 2 3 3 2 17
"1475" 2 7 23 1 19
"1476" 2 14 4 2 10
"1477" 1 8 3 2 34
"1478" 1 10 14 1 39
"1479" 1 18 26 2 19
"1480" 1 21 16 1 24
"1481" 2 5 19 1 22
"1482" 2 17 13 1 28
"1483" 1 11 8 1 15
"1484" 2 23 3 2 43
"1485" 2 22 24 2 32
"1486" 2 5 22 2 10
"1487" 2 12 15 1 16
"1488" 1 24 6 1 40
"1489" 2 3 2 2 36
"1490" 2 1 9 2 39
"1491" 1 15 14 2 34
"1492" 2 12 20 1 16
"1493" 1 23 16 2 40
"1494" 1 23 1 2 6
"1495" 2 12 11 2 22
"1496" 2 16 22 2 7
"1497" 2 11 21 2 35
"1498" 2 14 4 2 5
"1499" 1 3 13 2 34
"1500" 1 5 3 2 20
"1501" 1 15 12 1 46
"1502" 1 19 4 2 44
"1503" 1 2 19 1 31
"1504" 1 22 5 1 34
"1505" 2 3 23 1 33
"1506" 2 12 12 1 41
"1507" 1 25 3 2 36
"1508" 1 3 5 2 38
"1509" 1 11 13 2 15
"1510" 2 12 19 2 20
"1511" 1 16 23 1 10
"1512" 2 6 2 1 18
"1513" 2 13 19 2 21
"1514" 1 23 11 2 27
"1515" 2 22 25 2 32
"1516" 1 24 11 1 32
"1517" 2 13 8 2 29
"1518" 1 2 26 1 7
"1519" 2 9 19 1 14
"1520" 2 22 26 2 12
"1521" 1 16 2 1 45
"1522" 2 15 2 2 44
"1523" 2 20 16 1 39
"1524" 1 18 10 2 8
"1525" 1 5 4 2 33
"1526" 1 22 9 2 18
"1527" 1 2 2 2 17
"1528" 2 6 24 1 35
"1529" 2 15 2 2 33
"1530" 1 22 13 2 44
"1531" 1 14 6 2 17
"1532" 1 9 25 2 10
"1533" 1 22 15 1 6
"1534" 2 21 24 2 6
"1535" 2 9 20 1 18
"1536" 1 13 23 2 30
"1537" 2 22 10 2 8
"1538" 2 8 3 1 12
"1539" 2 25 12 1 36
"1540" 1 17 23 1 44
"1541" 1 3 6 1 36
"1542" 2 21 6 1 20
"1543" 2 23 26 2 24
"1544" 2 8 19 2 24
"1545" 2 10 9 2 30
"1546" 2 10 11 1 25
"1547" 2 9 25 2 46
"1548" 2 10 9 1 24
"1549" 2 13 25 2 8
"1550" 2 6 2 1 31
"1551" 1 19 6 1 6
"1552" 2 24 22 1 41
"1553" 2 11 2 1 42
"1554" 2 20 18 2 18
"1555" 1 11 13 1 13
"1556" 1 12 25 1 20
"1557" 2 12 5 2 37
"1558" 2 3 12 1 19
"1559" 2 7 13 1 36
"1560" 2 23 17 1 26
"1561" 1 25 12 1 45
"1562" 2 7 22 2 16
"1563" 2 24 9 1 28
"1564" 1 6 22 1 41
"1565" 1 10 20 2 22
"1566" 1 8 20 1 44
"1567" 1 11 12 2 36
"1568" 1 8 19 2 10
"1569" 2 13 15 1 26
"1570" 2 23 25 2 11
"1571" 2 3 13 1 12
"1572" 2 19 10 2 30
"1573" 1 8 3 2 29
"1574" 1 8 13 1 18
"1575" 1 4 2 1 39
"1576" 1 23 23 1 10
"1577" 1 19 13 2 24
"1578" 1 19 12 2 44
"1579" 2 10 9 2 20
"1580" 2 8 1 2 40
"1581" 2 13 6 2 7
"1582" 1 2 7 1 38
"1583" 1 19 10 1 26
"1584" 1 17 3 1 33
"1585" 2 1 25 1 33
"1586" 2 6 26 1 39
"1587" 2 13 1 2 46
"1588" 1 17 6 2 12
"1589" 1 23 3 1 33
"1590" 2 19 24 1 22
"1591" 2 12 14 1 23
"1592" 2 12 19 1 5
"1593" 1 22 17 2 36
"1594" 2 15 17 2 37
"1595" 1 18 13 1 13
"1596" 2 1 20 2 11
"1597" 1 18 8 1 45
"1598" 1 9 11 2 23
"1599" 2 5 13 2 26
"1600" 2 3 20 1 24
"1601" 1 13 16 1 30
"1602" 2 10 23 2 18
"1603" 1 12 22 1 20
"1604" 2 19 23 1 11
"1605" 2 22 3 2 42
"1606" 1 20 18 2 29
"1607" 1 4 6 1 35
"1608" 2 21 12 2 23
"1609" 2 19 13 1 37
"1610" 1 12 10 2 28
"1611" 1 18 17 2 11
"1612" 1 2 16 2 29
"1613" 2 7 20 1 39
"1614" 2 11 7 1 21
"1615" 2 19 10 2 46
"1616" 1 23 24 2 12
"1617" 2 6 15 2 15
"1618" 1 20 4 2 9
"1619" 2 17 15 1 21
"1620" 2 14 18 2 6
"1621" 1 18 18 2 32
"1622" 2 7 5 1 23
"1623" 1 10 2 1 7
"1624" 2 12 16 2 33
"1625" 1 1 10 1 9
"1626" 2 22 24 1 25
"1627" 2 15 8 2 39
"1628" 2 23 18 2 13
"1629" 1 4 8 2 15
"1630" 1 4 10 2 12
"1631" 1 3 17 1 19
"1632" 2 21 20 2 12
"1633" 1 11 20 1 5
"1634" 1 16 23 2 16
"1635" 1 20 6 1 29
"1636" 1 7 15 1 40
"1637" 2 3 19 2 8
"1638" 2 2 11 2 38
"1639" 1 14 6 2 27
"1640" 1 17 5 2 33
"1641" 1 21 2 2 30
"1642" 1 22 10 1 7
"1643" 1 21 20 1 44
"1644" 1 22 21 1 41
"1645" 2 19 10 2 6
"1646" 2 15 9 2 18
"1647" 2 12 21 2 46
"1648" 1 22 21 2 41
"1649" 2 1 15 1 36
"1650" 1 18 22 1 13
"1651" 1 3 2 1 19
"1652" 2 19 8 1 29
"1653" 2 7 8 2 31
"1654" 1 6 14 1 22
"1655" 1 10 8 1 33
"1656" 2 5 14 2 14
"1657" 1 10 25 2 6
"1658" 1 9 21 2 30
"1659" 1 19 16 1 15
"1660" 2 21 20 1 27
"1661" 1 12 13 1 37
"1662" 2 20 8 2 38
"1663" 1 12 8 2 32
"1664" 2 4 14 1 35
"1665" 1 16 7 1 24
"1666" 1 20 3 2 35
"1667" 2 16 20 2 27
"1668" 2 5 2 2 5
"1669" 2 25 23 2 38
"1670" 1 20 12 2 19
"1671" 2 7 4 2 14
"1672" 2 6 17 2 25
"1673" 2 10 8 1 37
"1674" 2 1 19 1 25
"1675" 2 14 18 1 13
"1676" 1 5 7 1 23
"1677" 1 1 17 2 5
"1678" 2 10 24 2 24
"1679" 2 25 19 2 46
"1680" 1 19 13 1 15
"1681" 1 11 11 1 45
"1682" 2 21 23 1 27
"1683" 1 12 24 2 18
"1684" 1 24 7 2 10
"1685" 2 23 8 1 37
"1686" 2 16 18 2 22
"1687" 2 13 16 2 29
"1688" 1 8 2 1 13
"1689" 1 7 25 2 21
"1690" 2 3 4 2 6
"1691" 2 5 19 2 28
"1692" 2 7 20 1 40
"1693" 1 9 15 1 9
"1694" 1 12 19 2 25
"1695" 2 10 4 1 44
"1696" 2 11 19 2 20
"1697" 1 22 9 1 32
"1698" 2 2 9 2 16
"1699" 1 2 7 1 16
"1700" 1 20 11 1 30
"1701" 1 21 7 1 38
"1702" 2 7 1 1 6
"1703" 1 21 6 1 37
"1704" 2 16 7 2 36
"1705" 2 22 18 2 11
"1706" 2 20 17 1 17
"1707" 2 7 12 1 15
"1708" 1 18 22 2 17
"1709" 2 4 21 2 8
"1710" 2 20 13 2 14
"1711" 1 10 4 1 37
"1712" 2 17 14 2 6
"1713" 2 19 22 2 37
"1714" 1 25 5 2 45
"1715" 2 22 18 2 42
"1716" 1 15 24 1 6
"1717" 1 9 12 1 17
"1718" 2 7 6 1 27
"1719" 2 7 11 1 9
"1720" 2 7 8 1 13
"1721" 1 10 5 1 14
"1722" 1 22 24 2 23
"1723" 2 4 4 2 34
"1724" 1 10 25 1 40
"1725" 2 6 23 2 12
"1726" 2 19 5 1 8
"1727" 1 1 19 2 15
"1728" 1 2 16 1 12
"1729" 1 19 12 1 16
"1730" 1 21 24 2 5
"1731" 1 10 25 2 38
"1732" 2 8 15 1 32
"1733" 1 5 19 2 18
"1734" 2 9 4 1 5
"1735" 2 19 15 2 45
"1736" 1 9 4 2 44
"1737" 1 9 9 1 30
"1738" 1 16 20 2 21
"1739" 2 11 15 2 12
"1740" 2 7 6 1 15
"1741" 2 5 4 2 8
"1742" 1 5 21 1 15
"1743" 1 17 2 1 29
"1744" 1 6 14 1 9
"1745" 1 23 9 1 9
"1746" 1 2 3 1 38
"1747" 1 3 18 1 11
"1748" 1 8 21 2 8
"1749" 1 5 7 1 6
"1750" 1 16 7 2 30
"1751" 2 15 18 2 36
"1752" 2 15 19 2 19
"1753" 2 2 26 2 28
"1754" 1 6 11 1 8
"1755" 2 22 21 1 9
"1756" 2 9 12 2 18
"1757" 1 3 2 2 11
"1758" 2 8 17 2 19
"1759" 1 3 17 2 25
"1760" 2 24 25 1 24
"1761" 1 23 7 2 11
"1762" 1 9 11 1 9
"1763" 1 22 15 2 42
"1764" 1 12 10 2 6
"1765" 2 20 12 2 18
"1766" 2 4 9 2 10
"1767" 1 10 20 1 8
"1768" 2 3 24 2 15
"1769" 1 2 6 2 12
"1770" 2 21 18 1 45
"1771" 2 18 8 1 24
"1772" 1 24 8 2 36
"1773" 2 21 11 1 10
"1774" 2 11 16 1 45
"1775" 1 2 4 1 18
"1776" 2 23 16 1 18
"1777" 2 13 3 1 38
"1778" 1 15 15 1 42
"1779" 1 1 25 2 24
"1780" 1 3 1 1 29
"1781" 1 14 20 1 12
"1782" 1 19 25 1 37
"1783" 1 19 14 2 10
"1784" 1 20 23 1 14
"1785" 1 7 6 1 34
"1786" 2 10 25 1 14
"1787" 2 14 1 1 11
"1788" 2 9 26 1 41
"1789" 2 5 22 1 29
"1790" 2 2 7 2 26
"1791" 1 14 5 2 13
"1792" 1 2 24 2 30
"1793" 1 7 18 1 37
"1794" 1 16 11 1 9
"1795" 2 10 4 2 7
"1796" 2 24 26 1 16
"1797" 2 20 23 2 6
"1798" 1 1 23 1 16
"1799" 2 9 9 1 41
"1800" 2 11 9 2 17
"1801" 1 17 9 1 13
"1802" 2 10 22 1 34
"1803" 1 25 9 2 36
"1804" 2 11 14 1 29
"1805" 2 21 10 2 11
"1806" 1 9 20 1 7
"1807" 2 16 13 2 33
"1808" 1 15 8 1 20
"1809" 2 1 3 2 25
"1810" 1 20 6 1 19
"1811" 1 16 24 2 7
"1812" 2 23 22 1 22
"1813" 1 11 1 1 44
"1814" 2 17 12 2 43
"1815" 1 24 4 1 11
"1816" 2 2 25 1 45
"1817" 1 6 19 2 18
"1818" 1 3 17 2 12
"1819" 1 7 23 1 7
"1820" 2 2 6 2 41
"1821" 1 14 5 2 25
"1822" 1 9 13 1 23
"1823" 1 9 13 1 41
"1824" 1 10 12 1 21
"1825" 1 21 7 2 25
"1826" 1 4 24 1 39
"1827" 2 19 8 1 26
"1828" 1 10 10 2 37
"1829" 1 5 4 2 6
"1830" 2 4 23 2 45
"1831" 1 5 17 2 17
"1832" 2 4 5 1 15
"1833" 2 22 17 1 44
"1834" 1 11 1 2 40
"1835" 1 20 18 2 33
"1836" 2 21 9 2 34
"1837" 1 23 15 2 10
"1838" 2 1 8 2 20
"1839" 2 10 20 1 25
"1840" 1 9 11 1 27
"1841" 1 15 11 1 36
"1842" 2 5 14 2 43
"1843" 1 5 14 1 15
"1844" 2 24 12 1 42
"1845" 1 19 14 2 22
"1846" 1 2 4 2 30
"1847" 2 24 2 2 14
"1848" 2 6 18 1 24
"1849" 2 19 18 1 13
"1850" 1 2 3 2 39
"1851" 1 8 13 2 30
"1852" 2 9 5 2 6
"1853" 2 15 16 1 45
"1854" 1 18 2 1 20
"1855" 1 24 2 1 21
"1856" 1 12 10 2 44
"1857" 2 3 21 1 14
"1858" 1 24 16 1 43
"1859" 1 15 6 1 7
"1860" 2 22 1 1 10
"1861" 1 1 2 1 26
"1862" 1 17 10 1 27
"1863" 2 22 18 2 19
"1864" 1 1 14 2 9
"1865" 2 9 4 1 18
"1866" 1 10 14 1 8
"1867" 1 11 16 2 13
"1868" 2 11 7 2 12
"1869" 1 18 16 2 44
"1870" 1 25 10 1 15
"1871" 1 20 7 1 16
"1872" 1 17 21 1 43
"1873" 1 12 12 2 21
"1874" 1 9 9 1 27
"1875" 1 22 16 2 29
"1876" 1 25 12 2 25
"1877" 2 2 15 1 22
"1878" 2 22 6 1 5
"1879" 1 19 12 1 16
"1880" 2 5 16 2 12
"1881" 1 19 9 1 9
"1882" 2 8 25 2 19
"1883" 2 24 3 1 7
"1884" 1 16 25 2 30
"1885" 1 22 5 2 42
"1886" 1 9 6 2 15
"1887" 2 9 6 1 15
"1888" 2 5 5 1 40
"1889" 2 14 19 2 8
"1890" 2 12 5 2 12
"1891" 1 10 2 2 7
"1892" 2 15 6 1 35
"1893" 1 11 8 2 7
"1894" 2 17 8 2 19
"1895" 1 7 15 1 37
"1896" 1 10 23 2 16
"1897" 2 15 22 1 10
"1898" 2 2 21 1 43
"1899" 1 9 15 2 21
"1900" 2 6 12 2 13
"1901" 2 23 21 1 46
"1902" 1 18 25 1 21
"1903" 1 19 4 1 24
"1904" 1 5 6 1 18
"1905" 2 5 23 1 27
"1906" 1 25 1 1 22
"1907" 1 16 4 2 24
"1908" 1 23 20 1 28
"1909" 1 17 17 1 31
"1910" 1 15 12 1 33
"1911" 2 17 13 2 41
"1912" 2 18 12 1 45
"1913" 2 7 6 2 13
"1914" 1 17 11 2 13
"1915" 1 11 19 1 16
"1916" 1 10 3 2 34
"1917" 1 8 25 2 35
"1918" 1 2 22 1 25
"1919" 2 22 14 2 24
"1920" 2 17 21 2 8
"1921" 1 25 18 2 30
"1922" 2 20 4 2 33
"1923" 2 11 26 2 44
"1924" 2 11 23 1 25
"1925" 2 8 6 1 34
"1926" 1 5 13 1 22
"1927" 2 8 23 2 17
"1928" 2 7 11 1 11
"1929" 2 18 24 1 33
