"V1" "V2" "V3" "V4" "V5"
"998" 2 3 8 1 19
"999" 2 18 9 2 11
"1000" 2 4 10 1 33
"1001" 1 8 12 2 48
"1002" 2 12 23 2 18
"1003" 1 3 14 1 56
"1004" 1 5 16 1 44
"1005" 2 18 15 1 55
"1006" 1 23 22 2 56
"1007" 2 15 10 2 12
"1008" 1 2 9 1 28
"1009" 2 8 22 1 53
"1010" 2 8 4 1 12
"1011" 2 14 12 2 17
"1012" 2 23 24 1 40
"1013" 1 16 6 1 14
"1014" 1 14 23 1 39
"1015" 1 12 5 1 19
"1016" 1 9 18 2 54
"1017" 2 17 6 1 29
"1018" 1 13 19 2 56
"1019" 2 13 8 1 47
"1020" 1 8 17 1 30
"1021" 1 20 3 1 56
"1022" 1 15 16 1 50
"1023" 2 5 6 1 45
"1024" 2 9 6 2 40
"1025" 2 2 7 1 49
"1026" 1 8 10 2 12
"1027" 2 11 8 2 51
"1028" 2 19 2 2 41
"1029" 1 15 24 2 31
"1030" 1 20 17 2 55
"1031" 1 19 16 1 18
"1032" 2 13 11 1 43
"1033" 2 19 15 1 41
"1034" 2 20 20 1 49
"1035" 1 16 21 2 36
"1036" 1 20 13 1 26
"1037" 2 10 21 2 50
"1038" 2 5 14 2 58
"1039" 1 9 11 2 35
"1040" 1 4 15 1 55
"1041" 1 2 11 1 38
"1042" 2 19 17 2 53
"1043" 2 11 14 1 54
"1044" 1 18 18 1 29
"1045" 2 10 23 2 16
"1046" 2 19 8 1 10
"1047" 1 1 17 2 43
"1048" 2 23 21 1 57
"1049" 1 16 3 1 24
"1050" 1 13 3 2 42
"1051" 1 3 25 1 39
"1052" 2 3 4 2 30
"1053" 1 12 24 2 41
"1054" 1 22 9 2 37
"1055" 2 17 24 1 37
"1056" 2 16 24 2 56
"1057" 1 8 14 1 26
"1058" 1 23 18 1 58
"1059" 1 12 5 1 17
"1060" 1 18 11 2 8
"1061" 1 13 5 1 52
"1062" 1 1 23 2 10
"1063" 1 5 2 2 41
"1064" 1 19 16 2 55
"1065" 1 13 5 2 51
"1066" 1 10 22 1 8
"1067" 1 9 12 1 17
"1068" 2 20 6 2 24
"1069" 1 13 4 2 20
"1070" 2 12 5 2 7
"1071" 1 7 17 1 31
"1072" 2 21 12 1 7
"1073" 1 14 25 1 17
"1074" 1 18 23 1 37
"1075" 2 7 20 1 31
"1076" 1 18 23 1 24
"1077" 2 7 14 1 26
"1078" 1 9 11 2 50
"1079" 1 8 3 1 41
"1080" 2 6 2 2 26
"1081" 2 9 23 2 56
"1082" 1 21 21 2 38
"1083" 2 17 5 2 11
"1084" 2 19 12 2 54
"1085" 2 13 17 2 40
"1086" 2 4 11 2 46
"1087" 2 18 1 1 37
"1088" 2 2 6 2 42
"1089" 1 9 23 1 40
"1090" 2 16 11 1 11
"1091" 1 4 5 1 22
"1092" 2 9 22 1 30
"1093" 1 8 4 2 33
"1094" 1 17 24 2 9
"1095" 1 4 22 2 37
"1096" 1 12 5 1 50
"1097" 1 5 20 1 24
"1098" 1 6 2 1 14
"1099" 2 5 6 1 44
"1100" 2 5 12 2 55
"1101" 2 8 18 2 33
"1102" 1 21 7 2 24
"1103" 2 1 20 1 25
"1104" 2 22 8 1 27
"1105" 1 17 17 1 29
"1106" 2 3 16 1 25
"1107" 2 6 20 1 56
"1108" 2 19 14 1 52
"1109" 2 21 22 2 29
"1110" 2 13 1 2 27
"1111" 2 16 15 1 43
"1112" 1 7 1 2 46
"1113" 1 1 10 2 37
"1114" 2 12 22 1 37
"1115" 1 11 22 2 20
"1116" 2 5 14 1 34
"1117" 1 15 23 1 13
"1118" 1 21 22 1 38
"1119" 2 22 4 1 38
"1120" 2 15 23 2 28
"1121" 1 21 11 1 26
"1122" 1 15 21 2 16
"1123" 1 22 6 1 45
"1124" 2 5 2 1 54
"1125" 1 19 9 1 38
"1126" 2 7 17 2 19
"1127" 2 23 3 2 55
"1128" 2 3 24 2 23
"1129" 1 15 19 1 39
"1130" 1 14 2 1 30
"1131" 1 4 18 2 37
"1132" 1 10 5 1 10
"1133" 1 2 18 2 57
"1134" 1 17 15 1 8
"1135" 2 15 15 1 23
"1136" 2 1 6 1 39
"1137" 2 11 13 1 55
"1138" 1 8 16 1 57
"1139" 1 4 13 1 17
"1140" 1 9 5 2 38
"1141" 1 3 3 1 15
"1142" 2 2 10 2 39
"1143" 1 1 7 1 22
"1144" 1 1 7 2 10
"1145" 1 22 16 2 16
"1146" 1 6 13 2 23
"1147" 1 11 5 2 28
"1148" 1 17 20 1 28
"1149" 2 7 8 2 51
"1150" 1 3 10 1 35
"1151" 2 20 10 1 23
"1152" 1 19 11 2 19
"1153" 1 13 21 2 9
"1154" 1 6 9 2 45
"1155" 2 6 16 2 49
"1156" 2 14 7 1 14
"1157" 2 14 13 1 41
"1158" 1 21 2 1 57
"1159" 2 9 13 1 39
"1160" 1 3 23 2 8
"1161" 1 13 4 1 31
"1162" 2 16 9 1 36
"1163" 1 6 7 2 55
"1164" 2 8 25 1 45
"1165" 2 5 19 2 21
"1166" 2 2 15 2 44
"1167" 1 16 9 2 8
"1168" 2 3 12 1 56
"1169" 2 8 20 1 8
"1170" 1 15 17 2 28
"1171" 2 8 23 1 58
"1172" 2 14 20 2 46
"1173" 1 4 15 1 58
"1174" 1 16 25 1 17
"1175" 1 20 4 1 30
"1176" 2 11 9 1 47
"1177" 1 18 1 1 18
"1178" 2 13 20 1 41
"1179" 1 6 25 1 32
"1180" 2 10 5 1 46
"1181" 1 21 21 1 44
"1182" 2 15 5 2 29
"1183" 2 16 23 1 16
"1184" 1 20 9 1 20
"1185" 2 10 19 2 18
"1186" 1 4 16 1 38
"1187" 2 3 7 1 8
"1188" 1 10 14 1 56
"1189" 1 12 24 1 45
"1190" 1 10 9 2 37
"1191" 2 14 19 2 7
"1192" 2 4 10 2 28
"1193" 2 13 16 1 9
"1194" 1 6 16 1 9
"1195" 2 10 21 1 7
"1196" 2 19 20 2 9
"1197" 1 9 20 2 39
"1198" 2 18 19 1 33
"1199" 2 3 13 2 40
"1200" 1 18 4 2 55
"1201" 2 12 25 1 40
"1202" 2 4 3 1 32
"1203" 1 11 23 2 46
"1204" 2 10 17 2 27
"1205" 2 9 11 2 19
"1206" 1 5 24 1 44
"1207" 1 18 6 1 15
"1208" 1 13 11 1 37
"1209" 1 16 12 2 53
"1210" 1 12 11 1 36
"1211" 2 2 4 2 24
"1212" 1 14 6 2 48
"1213" 2 17 9 2 41
"1214" 2 10 22 2 15
"1215" 2 22 4 1 54
"1216" 1 13 2 1 9
"1217" 2 5 18 2 11
"1218" 2 1 10 2 16
"1219" 2 18 18 2 50
"1220" 1 2 22 2 31
"1221" 1 10 13 2 12
"1222" 1 23 10 2 56
"1223" 1 9 3 2 50
"1224" 1 15 13 1 34
"1225" 2 11 14 2 15
"1226" 2 3 22 1 10
"1227" 2 13 10 2 47
"1228" 2 14 12 2 11
"1229" 1 9 22 2 33
"1230" 1 2 1 1 8
"1231" 1 2 24 1 50
"1232" 1 12 22 1 7
"1233" 1 5 20 2 20
"1234" 1 22 11 2 21
"1235" 2 6 7 1 22
"1236" 2 17 11 1 34
"1237" 2 2 9 1 47
"1238" 1 16 2 2 57
"1239" 2 17 8 1 28
"1240" 1 19 1 1 45
"1241" 2 5 3 1 35
"1242" 2 8 1 1 42
"1243" 2 16 8 2 54
"1244" 1 12 7 1 52
"1245" 2 21 10 2 8
"1246" 1 14 20 1 28
"1247" 1 18 6 2 26
"1248" 2 19 21 1 33
"1249" 1 8 3 1 48
"1250" 1 4 16 2 31
"1251" 1 11 14 1 16
"1252" 2 16 15 2 54
"1253" 1 22 1 1 19
"1254" 1 14 12 2 18
"1255" 1 18 3 2 12
"1256" 2 11 15 1 44
"1257" 2 3 16 1 14
"1258" 2 2 19 2 17
"1259" 2 22 17 2 36
"1260" 1 3 20 1 14
"1261" 2 13 1 1 40
"1262" 1 5 15 2 20
"1263" 1 21 5 2 46
"1264" 2 18 15 1 19
"1265" 1 14 14 2 56
"1266" 1 10 8 1 22
"1267" 1 3 6 2 32
"1268" 1 17 11 1 44
"1269" 1 8 8 1 16
"1270" 1 21 2 1 43
"1271" 2 21 21 2 10
"1272" 1 8 15 1 51
"1273" 2 4 20 1 43
"1274" 1 17 1 1 42
"1275" 1 10 4 2 36
"1276" 2 2 17 1 20
"1277" 2 18 10 1 8
"1278" 2 13 14 1 49
"1279" 1 10 7 1 41
"1280" 1 2 7 1 9
"1281" 1 12 19 2 46
"1282" 2 12 15 2 51
"1283" 2 10 4 1 24
"1284" 1 17 13 2 30
"1285" 1 23 19 1 54
"1286" 2 17 16 2 42
"1287" 1 3 16 1 53
"1288" 2 17 10 2 15
"1289" 2 15 16 1 15
"1290" 1 7 17 2 18
"1291" 2 3 10 2 40
"1292" 2 4 23 1 41
"1293" 2 18 12 2 37
"1294" 2 9 8 2 46
"1295" 1 8 8 1 37
"1296" 1 21 6 2 8
"1297" 2 15 1 1 24
"1298" 1 3 14 1 44
"1299" 1 8 13 2 29
"1300" 1 22 19 2 55
"1301" 2 10 17 2 23
"1302" 1 16 7 1 50
"1303" 2 14 3 1 42
"1304" 2 12 24 1 20
"1305" 1 5 14 1 54
"1306" 2 14 21 2 31
"1307" 2 12 14 1 20
"1308" 1 11 15 2 45
"1309" 2 5 14 2 9
"1310" 2 17 22 1 55
"1311" 2 17 18 1 36
"1312" 2 15 25 1 16
"1313" 1 15 20 1 53
"1314" 2 12 2 2 11
"1315" 2 9 13 2 18
"1316" 1 3 7 1 56
"1317" 1 23 13 2 47
"1318" 2 15 15 1 18
"1319" 2 2 23 1 34
"1320" 1 3 21 1 34
"1321" 1 23 7 2 42
"1322" 2 20 5 2 29
"1323" 2 14 16 2 39
"1324" 1 16 12 1 20
"1325" 2 2 19 2 36
"1326" 1 19 15 2 11
"1327" 2 15 7 2 30
"1328" 2 3 11 1 23
"1329" 1 7 4 2 51
"1330" 2 18 5 1 53
"1331" 2 21 14 1 49
"1332" 1 3 12 1 17
"1333" 2 3 21 2 26
"1334" 1 14 2 1 17
"1335" 1 1 8 2 14
"1336" 2 3 22 2 29
"1337" 1 3 19 2 14
"1338" 2 12 18 2 21
"1339" 2 13 22 2 28
"1340" 1 9 4 1 13
"1341" 1 5 3 1 32
"1342" 2 16 4 1 46
"1343" 2 12 10 1 57
"1344" 2 6 5 2 14
"1345" 1 6 18 2 48
"1346" 2 1 4 1 24
"1347" 1 20 8 1 14
"1348" 1 4 3 2 32
"1349" 2 10 23 1 26
"1350" 2 15 8 2 55
"1351" 2 15 18 2 48
"1352" 1 14 9 1 32
"1353" 1 19 19 2 35
"1354" 1 19 19 2 39
"1355" 1 4 20 1 52
"1356" 2 11 14 2 22
"1357" 2 16 11 1 35
"1358" 1 14 11 1 29
"1359" 2 3 9 2 15
"1360" 1 20 3 2 28
"1361" 2 2 14 2 35
"1362" 2 21 12 2 40
"1363" 1 6 8 2 46
"1364" 2 19 23 1 17
"1365" 1 2 6 2 16
"1366" 2 22 19 1 8
"1367" 2 14 8 2 11
"1368" 1 16 23 1 22
"1369" 1 2 14 2 51
"1370" 1 2 25 2 34
"1371" 1 20 19 1 14
"1372" 1 2 5 2 13
"1373" 1 15 1 2 44
"1374" 1 4 21 2 49
"1375" 1 3 3 2 34
"1376" 2 22 25 2 48
"1377" 2 9 9 1 25
"1378" 2 9 5 1 14
"1379" 2 16 23 2 13
"1380" 1 12 16 1 8
"1381" 1 5 22 1 8
"1382" 2 19 4 2 20
"1383" 2 9 15 1 25
"1384" 2 20 24 1 41
"1385" 2 17 21 1 56
"1386" 2 1 2 1 22
"1387" 2 23 3 2 29
"1388" 1 16 6 1 24
"1389" 2 4 19 2 18
"1390" 2 8 12 2 54
"1391" 2 12 14 1 31
"1392" 1 6 21 2 57
"1393" 1 18 4 2 40
"1394" 1 2 3 1 23
"1395" 2 20 2 2 13
"1396" 2 8 22 1 49
"1397" 2 22 12 2 43
"1398" 2 15 7 1 49
"1399" 1 14 10 2 39
"1400" 1 14 4 2 8
"1401" 1 15 18 1 29
"1402" 2 20 1 2 10
"1403" 2 15 5 2 45
"1404" 2 13 18 2 44
"1405" 2 13 18 2 50
"1406" 2 20 24 2 16
"1407" 1 8 14 1 44
"1408" 1 9 5 1 42
"1409" 2 23 2 2 56
"1410" 1 15 7 1 30
"1411" 1 17 15 1 43
"1412" 2 3 5 1 28
"1413" 1 19 15 1 50
"1414" 2 21 22 1 27
"1415" 2 22 16 1 49
"1416" 1 16 8 2 31
"1417" 1 20 12 1 34
"1418" 1 13 15 1 22
"1419" 2 11 23 1 19
"1420" 2 20 4 1 48
"1421" 1 6 14 1 17
"1422" 2 15 2 2 18
"1423" 2 8 25 2 38
"1424" 1 13 23 1 27
"1425" 2 19 6 2 20
"1426" 1 21 24 1 24
"1427" 2 8 3 2 27
"1428" 1 19 16 2 49
"1429" 2 17 1 1 50
"1430" 1 11 16 2 29
"1431" 2 18 8 2 21
"1432" 2 14 21 2 41
"1433" 1 8 24 2 34
"1434" 1 7 23 1 34
"1435" 1 3 14 2 39
"1436" 2 2 16 2 57
"1437" 2 20 3 1 43
"1438" 2 14 8 2 51
"1439" 1 20 16 2 46
"1440" 2 22 19 1 32
"1441" 2 13 25 1 7
"1442" 2 20 14 2 50
"1443" 1 4 24 2 48
"1444" 1 5 8 1 29
"1445" 1 9 16 2 42
"1446" 1 13 23 1 45
"1447" 1 9 20 1 18
"1448" 2 22 22 2 51
"1449" 2 14 12 1 26
"1450" 1 6 8 2 43
"1451" 1 8 15 1 18
"1452" 2 8 5 1 20
"1453" 1 20 7 1 57
"1454" 1 8 11 1 23
"1455" 1 13 24 1 33
"1456" 2 18 22 2 18
"1457" 2 10 15 2 21
"1458" 2 6 12 2 51
"1459" 2 10 7 2 26
"1460" 2 9 24 2 50
"1461" 1 17 10 1 43
"1462" 2 3 19 1 22
"1463" 2 19 16 2 13
"1464" 1 21 13 2 22
"1465" 1 3 21 2 37
"1466" 2 4 19 1 16
"1467" 2 14 16 2 55
"1468" 2 14 17 2 48
"1469" 1 21 24 2 48
"1470" 2 7 23 1 18
"1471" 1 8 4 1 31
"1472" 1 2 2 2 42
"1473" 2 8 13 1 33
"1474" 2 4 5 2 22
"1475" 1 3 8 2 39
"1476" 1 5 19 2 30
"1477" 1 16 15 2 7
"1478" 1 14 4 1 30
"1479" 2 14 8 1 8
"1480" 2 3 14 1 24
"1481" 2 5 17 2 17
"1482" 1 17 2 2 55
"1483" 1 9 5 2 51
"1484" 2 15 16 1 24
"1485" 2 17 6 1 40
"1486" 2 13 16 1 49
"1487" 2 11 11 2 21
"1488" 1 15 21 1 14
"1489" 2 16 7 1 33
"1490" 1 13 3 2 56
"1491" 1 9 12 2 47
"1492" 1 18 12 1 20
"1493" 2 15 8 2 19
"1494" 1 18 24 2 31
"1495" 2 12 16 2 38
"1496" 1 21 8 2 58
"1497" 1 3 2 1 17
"1498" 2 21 3 2 51
"1499" 2 13 11 2 22
"1500" 2 17 10 1 20
"1501" 1 21 24 1 29
"1502" 2 21 14 1 37
"1503" 2 5 7 1 45
"1504" 2 13 18 2 11
"1505" 1 19 16 1 51
"1506" 2 21 14 1 53
"1507" 2 4 16 2 42
"1508" 1 10 4 2 44
"1509" 2 21 7 2 41
"1510" 2 14 3 1 46
"1511" 2 10 18 2 37
"1512" 2 9 22 2 31
"1513" 1 20 3 1 40
"1514" 1 9 12 2 49
"1515" 2 13 7 1 20
"1516" 2 16 9 2 14
"1517" 2 16 15 1 57
"1518" 2 2 2 1 47
"1519" 1 14 8 1 27
"1520" 2 15 24 2 52
"1521" 1 22 7 1 7
"1522" 2 20 12 2 51
"1523" 1 13 9 1 23
"1524" 1 15 6 1 32
"1525" 1 14 21 2 28
"1526" 2 1 10 1 8
"1527" 2 14 10 1 39
"1528" 1 6 2 1 32
"1529" 2 13 23 1 35
"1530" 1 17 17 1 33
"1531" 2 10 2 2 35
"1532" 2 4 9 2 38
"1533" 1 17 7 2 23
"1534" 1 21 13 2 55
"1535" 2 14 19 1 51
"1536" 2 10 25 1 33
"1537" 1 15 1 2 18
"1538" 2 17 1 1 37
"1539" 1 15 14 1 41
"1540" 2 9 13 1 58
"1541" 2 5 2 2 40
"1542" 1 4 18 2 53
"1543" 2 8 7 1 22
"1544" 2 6 10 1 33
"1545" 2 4 21 2 40
"1546" 2 4 24 2 55
"1547" 1 3 19 2 35
"1548" 1 12 4 1 21
"1549" 1 13 8 1 40
"1550" 1 2 20 2 40
"1551" 2 22 19 1 15
"1552" 2 19 7 2 45
"1553" 1 2 13 2 43
"1554" 1 21 12 1 20
"1555" 2 21 9 1 9
"1556" 1 14 13 2 29
"1557" 1 13 15 2 18
"1558" 2 1 13 1 14
"1559" 2 21 11 1 28
"1560" 1 11 21 2 27
"1561" 2 7 23 1 46
"1562" 2 13 10 1 27
"1563" 1 16 21 2 30
"1564" 2 10 15 1 57
"1565" 2 5 18 1 21
"1566" 2 6 20 2 16
"1567" 2 14 25 2 21
"1568" 2 19 11 1 38
"1569" 1 7 13 2 35
"1570" 2 9 23 1 46
"1571" 1 2 15 2 39
"1572" 1 18 7 1 34
"1573" 1 22 21 2 35
"1574" 1 4 10 2 8
"1575" 2 15 9 1 52
"1576" 1 6 5 1 32
"1577" 1 14 24 1 20
"1578" 2 8 3 2 36
"1579" 2 6 19 1 52
"1580" 1 15 8 2 26
"1581" 2 13 18 1 35
"1582" 2 13 4 1 21
"1583" 1 13 3 2 11
"1584" 1 14 7 2 48
"1585" 2 19 14 1 26
"1586" 2 3 6 1 56
"1587" 1 4 15 2 16
"1588" 1 8 9 1 38
"1589" 2 5 6 2 23
"1590" 1 21 21 2 39
"1591" 1 20 19 2 14
"1592" 2 11 18 1 7
"1593" 2 4 25 2 21
"1594" 1 14 12 2 39
"1595" 2 2 5 1 34
"1596" 2 22 7 2 26
"1597" 1 14 14 2 19
"1598" 2 19 9 2 38
"1599" 1 2 20 1 36
"1600" 1 18 16 1 37
"1601" 2 17 15 2 53
"1602" 2 1 1 1 33
"1603" 1 14 16 1 23
"1604" 1 22 4 2 29
"1605" 1 3 22 2 21
"1606" 1 11 1 1 12
"1607" 2 12 7 1 53
"1608" 2 14 10 1 20
"1609" 2 5 16 1 37
"1610" 1 22 19 2 12
"1611" 1 6 7 1 36
"1612" 1 19 6 2 20
"1613" 2 10 23 2 29
"1614" 1 5 14 2 15
"1615" 1 10 4 1 12
"1616" 2 9 6 1 42
"1617" 1 1 23 2 18
"1618" 1 20 21 2 49
"1619" 2 20 18 1 36
"1620" 1 4 15 1 28
"1621" 2 8 10 1 10
"1622" 1 7 21 2 23
"1623" 1 14 4 2 27
"1624" 2 13 14 2 57
"1625" 2 15 10 2 12
"1626" 2 15 3 1 47
"1627" 1 2 14 1 51
"1628" 2 19 3 1 29
"1629" 2 14 22 1 36
"1630" 1 8 12 1 32
"1631" 2 18 25 1 25
"1632" 2 4 1 2 36
"1633" 2 2 19 2 49
"1634" 1 11 11 2 38
"1635" 1 11 23 1 9
"1636" 1 3 3 1 33
"1637" 2 8 11 1 40
"1638" 2 14 20 1 46
"1639" 2 13 15 2 37
"1640" 2 7 22 2 21
"1641" 1 10 11 2 47
"1642" 2 14 12 2 31
"1643" 1 22 16 1 11
"1644" 1 11 22 1 20
"1645" 1 4 13 1 33
"1646" 1 13 21 2 50
"1647" 1 3 20 1 16
"1648" 1 23 23 1 49
"1649" 2 12 18 1 45
"1650" 1 6 4 1 30
"1651" 1 23 22 1 40
"1652" 1 3 21 2 8
"1653" 2 5 1 1 24
"1654" 2 22 9 2 27
"1655" 2 20 7 2 19
"1656" 1 4 22 2 55
"1657" 1 8 6 2 9
"1658" 1 18 7 2 40
"1659" 1 17 11 1 8
"1660" 1 19 19 2 34
"1661" 2 4 8 2 47
"1662" 1 20 16 2 12
"1663" 1 19 18 2 18
"1664" 2 11 17 1 16
"1665" 2 9 13 1 45
"1666" 2 18 21 1 19
"1667" 1 20 17 2 32
"1668" 1 15 9 1 49
"1669" 2 14 4 1 21
"1670" 1 5 3 2 55
"1671" 2 18 14 2 16
"1672" 1 10 11 2 9
"1673" 2 13 14 1 28
"1674" 2 5 13 2 33
"1675" 1 19 20 2 54
"1676" 1 22 20 1 19
"1677" 2 20 2 1 35
"1678" 1 11 6 2 18
"1679" 1 16 13 2 50
"1680" 1 20 8 2 27
"1681" 1 9 14 2 45
"1682" 2 11 14 1 32
"1683" 2 13 17 1 18
"1684" 1 11 23 2 21
"1685" 1 17 22 1 33
"1686" 2 21 18 1 27
"1687" 1 19 2 2 8
"1688" 1 1 4 2 12
"1689" 2 17 2 1 37
"1690" 2 6 25 1 46
"1691" 2 6 25 2 12
"1692" 2 8 2 1 22
"1693" 1 17 13 1 51
"1694" 2 20 8 1 51
"1695" 1 10 16 1 33
"1696" 2 11 11 2 37
"1697" 1 21 13 1 9
"1698" 1 15 22 1 50
"1699" 2 4 25 2 44
"1700" 1 16 21 2 31
"1701" 2 13 19 1 31
"1702" 2 4 20 1 52
"1703" 1 17 18 1 49
"1704" 2 17 23 1 45
"1705" 1 10 15 1 12
"1706" 2 14 9 2 57
"1707" 1 12 21 2 20
"1708" 1 5 22 1 42
"1709" 2 19 18 1 28
"1710" 1 19 3 2 29
"1711" 2 21 7 2 54
"1712" 2 20 14 2 16
"1713" 2 8 13 1 19
"1714" 2 20 9 1 13
"1715" 2 20 20 2 26
"1716" 2 21 3 2 47
"1717" 2 17 12 1 39
"1718" 1 21 12 2 9
"1719" 2 2 2 2 31
"1720" 2 7 11 1 24
"1721" 1 8 7 1 32
"1722" 1 2 6 2 50
"1723" 1 15 8 1 15
"1724" 2 6 19 1 23
"1725" 1 20 2 1 44
"1726" 1 11 10 2 9
"1727" 1 6 23 1 53
"1728" 2 3 15 2 39
"1729" 1 5 16 2 51
"1730" 2 21 24 2 26
"1731" 2 10 10 2 15
"1732" 2 2 10 2 43
"1733" 1 2 13 2 35
"1734" 2 20 9 1 11
"1735" 1 7 12 2 41
"1736" 1 22 13 1 16
"1737" 2 17 9 1 37
"1738" 2 11 17 2 34
"1739" 2 5 5 1 50
"1740" 1 20 15 1 45
"1741" 1 4 14 2 31
"1742" 2 19 24 1 29
"1743" 1 21 11 1 47
"1744" 1 21 20 1 58
"1745" 2 19 15 1 14
"1746" 1 7 9 1 30
"1747" 1 6 17 1 40
"1748" 2 20 6 1 35
"1749" 2 5 22 1 45
"1750" 2 4 21 2 26
"1751" 1 9 6 2 49
"1752" 2 2 5 2 47
"1753" 2 19 22 1 32
"1754" 1 22 19 2 26
"1755" 1 22 10 1 40
"1756" 1 8 10 2 55
"1757" 2 10 17 1 45
"1758" 2 16 8 2 44
"1759" 1 15 15 1 52
"1760" 2 16 12 1 51
"1761" 2 13 18 2 20
"1762" 1 22 22 1 40
"1763" 2 14 16 1 11
"1764" 1 4 5 2 21
"1765" 1 14 11 1 14
"1766" 1 19 12 1 53
"1767" 2 5 13 2 37
"1768" 1 14 5 2 51
"1769" 2 18 3 1 44
"1770" 2 18 12 1 34
"1771" 1 10 25 1 39
"1772" 2 15 19 1 51
"1773" 1 16 16 1 56
"1774" 1 7 6 2 9
"1775" 1 9 8 2 38
"1776" 2 13 20 2 37
"1777" 1 8 20 2 33
"1778" 2 10 6 2 41
"1779" 1 8 9 1 10
"1780" 1 3 3 1 34
"1781" 1 8 10 1 8
"1782" 1 12 16 1 45
"1783" 2 3 10 1 39
"1784" 1 18 14 1 12
"1785" 1 22 8 2 45
"1786" 2 17 5 2 21
"1787" 1 8 5 1 34
"1788" 2 6 19 1 41
"1789" 1 2 24 1 18
"1790" 2 4 2 2 46
"1791" 2 5 17 2 14
"1792" 2 21 16 2 16
"1793" 1 21 14 1 52
"1794" 1 22 4 1 55
"1795" 1 14 10 2 22
"1796" 1 10 10 2 31
"1797" 1 20 5 1 39
"1798" 1 4 23 1 27
"1799" 2 21 18 1 16
"1800" 2 10 16 2 23
"1801" 1 19 11 2 45
"1802" 2 6 19 1 54
"1803" 1 21 6 1 27
"1804" 1 16 18 1 54
"1805" 1 22 13 2 45
"1806" 2 12 21 2 57
"1807" 2 18 17 2 17
"1808" 1 16 23 2 14
"1809" 1 1 6 2 53
"1810" 2 15 17 1 40
"1811" 2 18 2 2 41
"1812" 2 10 17 2 15
"1813" 1 23 3 2 29
"1814" 2 4 17 1 12
"1815" 2 8 16 1 29
"1816" 1 13 19 2 11
"1817" 1 2 1 1 34
"1818" 1 13 15 1 7
"1819" 2 5 15 2 19
"1820" 2 17 4 1 10
"1821" 2 21 1 2 21
"1822" 2 11 10 1 52
"1823" 1 17 12 2 40
"1824" 1 18 21 2 12
"1825" 2 15 24 1 33
"1826" 2 7 6 2 26
"1827" 1 8 9 2 48
"1828" 2 15 10 2 33
"1829" 2 10 7 2 31
"1830" 2 16 15 1 24
"1831" 2 22 7 1 56
"1832" 2 18 13 2 40
"1833" 1 22 4 1 33
"1834" 1 8 15 2 18
"1835" 1 15 24 2 46
"1836" 2 7 11 1 42
"1837" 2 23 5 2 21
"1838" 2 20 3 1 21
"1839" 2 8 11 2 27
"1840" 2 18 10 2 15
"1841" 1 8 6 1 14
"1842" 2 2 7 2 44
"1843" 2 21 4 1 49
"1844" 1 17 10 1 51
"1845" 2 12 11 1 43
"1846" 2 19 13 2 53
"1847" 1 17 11 1 49
"1848" 2 19 19 2 42
"1849" 1 13 7 2 42
"1850" 2 3 19 2 29
"1851" 2 9 22 2 16
"1852" 1 9 6 1 42
"1853" 1 17 13 1 21
"1854" 2 17 8 1 54
"1855" 2 19 9 2 45
"1856" 1 1 12 1 18
"1857" 1 5 16 2 30
"1858" 1 12 7 1 18
"1859" 2 21 14 1 12
"1860" 2 3 3 1 40
"1861" 1 10 24 2 49
"1862" 2 7 23 2 39
"1863" 1 10 22 2 38
"1864" 2 16 8 2 10
"1865" 2 11 13 2 20
"1866" 1 13 6 1 33
"1867" 2 15 13 1 25
"1868" 1 3 12 2 48
"1869" 1 14 4 1 38
"1870" 2 23 3 2 17
"1871" 2 12 22 1 26
"1872" 2 16 13 2 36
"1873" 2 20 9 1 19
"1874" 1 15 17 1 56
"1875" 1 8 23 1 43
"1876" 2 14 14 1 55
"1877" 2 9 20 1 29
"1878" 1 14 14 1 7
"1879" 1 17 5 2 16
"1880" 1 21 6 2 49
"1881" 2 10 12 2 25
"1882" 1 14 9 2 23
"1883" 1 5 13 1 28
"1884" 2 11 18 1 57
"1885" 2 6 2 1 21
"1886" 2 22 23 1 33
"1887" 2 9 7 1 25
"1888" 1 3 7 1 36
"1889" 2 9 24 1 50
"1890" 1 6 24 1 15
"1891" 2 11 3 1 8
"1892" 1 12 2 1 14
"1893" 2 17 9 1 54
"1894" 1 23 3 1 49
"1895" 1 5 5 2 53
"1896" 1 2 7 2 8
"1897" 1 18 7 1 50
"1898" 1 12 20 1 17
"1899" 2 10 16 2 14
"1900" 1 5 17 2 36
"1901" 2 15 3 1 41
"1902" 2 4 20 1 40
"1903" 1 3 17 1 57
"1904" 2 3 21 2 49
"1905" 1 5 19 1 35
"1906" 1 8 17 1 18
"1907" 1 5 25 2 31
"1908" 2 18 17 1 28
"1909" 1 3 8 1 31
"1910" 1 12 17 1 9
"1911" 1 5 5 1 56
"1912" 2 14 17 2 54
"1913" 1 20 14 1 55
"1914" 1 12 1 2 11
"1915" 1 4 1 1 58
"1916" 1 6 8 2 41
"1917" 1 22 13 1 20
"1918" 1 23 17 1 40
"1919" 2 3 3 2 35
"1920" 2 21 2 2 51
"1921" 2 20 5 1 17
"1922" 2 19 15 1 14
"1923" 1 18 7 1 37
"1924" 2 23 6 2 48
"1925" 1 20 3 2 52
"1926" 2 10 24 2 11
"1927" 1 16 10 2 8
"1928" 1 7 11 2 16
"1929" 2 19 20 2 32
